acc	rcfl	cat	le4s	la4s	io
NC_014205	Y	GC	0.0135966332146326	-0.0339608711701735	0.0107249255213505
NC_014205	N	AT	0.0755791308863624	0.0928964152188256	-0.00518309668923368
NC_014205	N	GC	-0.106700910576699	-0.133239643980459	0.0108932461873638
NC_014205	A	AT	0.0440745436451134	0.0654202594890805	-0.00650781319646973
NC_014205	A	GC	-0.0748176748176748	-0.106821865330779	0.0108526388922163
NC_014539	Y	AT	-0.189362677670793	-0.0985612700512651	0.0169358401649404
NC_014539	Y	GC	0.0629016478351781	-0.030715815911945	0.0352296635178831
NC_014539	N	AT	-0.204964045465089	-0.111311333858918	-0.000731018441601595
NC_014539	N	GC	0.0629517013134761	0.0293482243250414	0.0143516785224011
NC_014539	A	AT	-0.200082883055197	-0.107330045699827	0.00373629920184705
NC_014539	A	GC	0.0629366182731522	0.0113588594236054	0.0201473816243336
NC_012914	Y	AT	-0.10973488446687	-0.115956207780107	0.0132538949246503
NC_012914	Y	GC	0.21481527017889	-0.0175227394328518	0.0846271053823663
NC_012914	N	AT	-0.151017961310553	-0.175453230062133	0.00845014206112042
NC_012914	N	GC	0.101517332373756	-0.0604296283840592	0.0663094163917263
NC_012914	A	AT	-0.139785307169183	-0.159531230519885	0.00964117147540336
NC_012914	A	GC	0.1386637105714	-0.0466830466830467	0.0709010111019928
NC_004552	Y	AT	-0.127378063101855	-0.0991415586601582	-0.042863266180883
NC_004552	Y	GC	-0.0262399514636736	-0.123577749683944	0.0718495297805643
NC_004552	N	AT	-0.274400490810638	-0.194771317604777	-0.0489858648830011
NC_004552	N	GC	-0.0266830411968293	-0.215483449477352	0.0894812178420829
NC_004552	A	AT	-0.237037921292428	-0.170274232493963	-0.0475620898745743
NC_004552	A	GC	-0.0265638389031705	-0.191933916423712	0.0853240302743614
NC_016800	Y	AT	-0.152448594153167	-0.0557714525785107	-0.048063315687405
NC_016800	Y	GC	-0.132262920220773	-0.326151278355208	0.0793046698210245
NC_016800	N	AT	-0.197570701183976	-0.11740631501932	-0.0549700065970145
NC_016800	N	GC	-0.100073591599574	-0.260453484494832	0.086076901689482
NC_016800	A	AT	-0.183328015583805	-0.0987113525223403	-0.0534061239022075
NC_016800	A	GC	-0.109875251140157	-0.280512380996502	0.0844429002196384
NC_008819	Y	AT	-0.133736699353223	0.0100217864923747	-0.0492355844468521
NC_008819	Y	GC	-0.0421089879688606	-0.207906295754026	0.0425857567299901
NC_008819	N	AT	-0.177520712834141	0.00313185616908674	-0.0783590869872147
NC_008819	N	GC	-0.155532760610335	-0.243211792086889	0.0194036914339801
NC_008819	A	AT	-0.165588218570535	0.00504482270533154	-0.0701734599508267
NC_008819	A	GC	-0.125364705882353	-0.233995795910568	0.0260783907092493
NC_015949	Y	AT	0.0793262346723595	0.0527481042785188	0.0428655105699427
NC_015949	Y	GC	0.128689316779422	0.0183735964613814	0.0749399017524301
NC_015949	N	AT	-0.0586270871985158	-0.0603228910509997	0.0477734655742418
NC_015949	N	GC	0.107726533755455	-0.00292546425845841	0.0828445086183557
NC_015949	A	AT	-0.0195007051561312	-0.0288129318854886	0.04657262967724
NC_015949	A	GC	0.113538918205805	0.0028701046199426	0.0809111128153999
NC_009718	Y	AT	0.000267594327000268	-0.021979485813241	0.0264429603084107
NC_009718	Y	GC	-0.0340597677149941	0.0293198750300409	-0.0131813323833274
NC_009718	N	AT	-0.061381971238162	-0.0857821988505934	-0.0149392396595934
NC_009718	N	GC	-0.0148900969038052	0.0692052625949299	0.00890329462930292
NC_009718	A	AT	-0.0445845940723998	-0.0686648241684933	-0.00438845435038416
NC_009718	A	GC	-0.0208646845894172	0.056920799407846	0.00323229859120571
NC_009089	Y	AT	0.109389276707723	-0.075111652456354	0.0516752362318181
NC_009089	Y	GC	0.305853469440496	0.00372362432767894	0.182845308936483
NC_009089	N	AT	0.0574684736742433	-0.0912398360619808	0.0450238550255924
NC_009089	N	GC	0.162150800626744	-0.200055149593272	0.198447123103837
NC_009089	A	AT	0.072265313066363	-0.0868168225488325	0.0470580049632396
NC_009089	A	GC	0.194950746180617	-0.149120992761117	0.193552896673657
NC_015381	Y	AT	-0.256059009483667	-0.0104958378574014	-0.0239213780441709
NC_015381	Y	GC	-0.0127024233375445	-0.128616879736218	0.0648197654899718
NC_015381	N	AT	-0.240452503209243	-0.0375111845274967	-0.0340828360329639
NC_015381	N	GC	0.0271806641868339	-0.0140016244131935	0.0334336342360415
NC_015381	A	AT	-0.24475565111279	-0.0300673148840688	-0.031567833420205
NC_015381	A	GC	0.0148142520701968	-0.0491073643328443	0.0429278017038723
NC_016830	Y	AT	-0.311079254556625	-0.155800809932802	-0.0212839316261985
NC_016830	Y	GC	-0.0879045246190483	-0.167237263647214	0.0328972599821025
NC_016830	N	AT	-0.339807920578396	-0.177592877205999	-0.0241413002000243
NC_016830	N	GC	-0.0063131351583461	-0.0594522934474418	0.0216395735011362
NC_016830	A	AT	-0.331670437186998	-0.171400389488859	-0.0234548234994265
NC_016830	A	GC	-0.0313412448248416	-0.0924887905867403	0.0244210592812133
NC_017274	Y	AT	0.00937523438085952	0.0153275407595431	0.00247756594253256
NC_017274	Y	GC	0.122631128499817	0.144566727214446	-0.017346223903601
NC_017274	N	AT	0.00474749273040176	0.0366880724286767	-0.00743231846166821
NC_017274	N	GC	-0.0235221926774392	-0.0318144572303965	-0.0034123094471672
NC_017274	A	AT	0.00605931752949931	0.0305375699253193	-0.00486897532687784
NC_017274	A	GC	0.0131191760666994	0.0122902639734958	-0.00698607098193109
NC_017043	Y	AT	-0.0658988190698352	0.00865069106095257	0.00255436658612358
NC_017043	Y	GC	0.0993355481727575	-0.0765538756899448	0.0482045982950142
NC_017043	N	AT	-0.218327847267939	-0.167737583868792	0.00501613296819501
NC_017043	N	GC	0.0842505113470342	-0.116829644879053	0.0375560859188544
NC_017043	A	AT	-0.177877082003366	-0.121331031235285	0.00432192500876066
NC_017043	A	GC	0.089826241787929	-0.102772426501382	0.0404293879827129
NC_007929	Y	AT	0.00710151886577877	-0.294573643410853	0.0442756408316436
NC_007929	Y	GC	0.196881091617934	-0.452542372881356	0.176172012689461
NC_007929	N	AT	-0.0600919312934544	-0.290356244959917	0.0363540061633282
NC_007929	N	GC	0.0251895643233518	-0.482740021574973	0.134221920366754
NC_007929	A	AT	-0.0403446226975639	-0.291543102566725	0.038608276277828
NC_007929	A	GC	0.0677556543591726	-0.475450081833061	0.146238035620532
NC_015847	Y	AT	0.0631656941743077	0.0595549148571943	-0.0112697866483138
NC_015847	Y	GC	0.000408329930583912	-0.101662156938539	0.00905145691258524
NC_015847	N	AT	0.109940750493746	0.0894603269388669	-0.00733351805671008
NC_015847	N	GC	0.0457458563535912	-0.0885728723020284	0.00145478436341452
NC_015847	A	AT	0.0964298612876042	0.0807009210144354	-0.00851608234366721
NC_015847	A	GC	0.0337248957938613	-0.0921322331423766	0.00354054606114251
NC_016510	Y	AT	0.143791032267076	0.119422329198297	0.0123006217896729
NC_016510	Y	GC	0.0196474682833726	-0.11460731644922	0.00815719500653477
NC_016510	N	AT	-0.0784341695025778	-0.0893921065424576	0.00935851203988347
NC_016510	N	GC	-0.127305337856279	-0.263262057393624	0.0208948480888071
NC_016510	A	AT	-0.0190456992257785	-0.0334025600079431	0.0101469289805529
NC_016510	A	GC	-0.0894252474387915	-0.225845916100576	0.0175367725684956
NC_007777	Y	AT	-0.246317475857772	-0.0245614035087719	-0.0724441187248076
NC_007777	Y	GC	-0.0660711131874455	-0.122708378746082	0.0334609049113692
NC_007777	N	AT	-0.220485675096111	-0.000857676202007971	-0.0575641550242591
NC_007777	N	GC	0.0267642405302629	-0.0510790324916719	0.0332756228884749
NC_007777	A	AT	-0.228305089312175	-0.0080838900871517	-0.0618065567604839
NC_007777	A	GC	-0.00543396643982327	-0.0760518350607319	0.0333328272937509
NC_013948	Y	AT	-0.147724248070269	-0.172663448881088	-0.00561386380278252
NC_013948	Y	GC	-0.195639701663798	-0.244701348747592	-0.0150957290132548
NC_013948	N	AT	-0.0650251818690543	-0.101567454924345	0.00986068152377931
NC_013948	N	GC	-0.327583728618657	-0.298285198555957	-0.0027882565195998
NC_013948	A	AT	-0.0895052001260637	-0.122346906059634	0.00518306741676658
NC_013948	A	GC	-0.301149425287356	-0.288117001828154	-0.00658118688301373
NC_013421	Y	AT	-0.268506486355527	-0.0914340712223292	-0.0442327573475114
NC_013421	Y	GC	0.204164108860241	-0.0919027397014818	0.0493681606084256
NC_013421	N	AT	-0.254144045020833	-0.101643521467703	-0.0575322467219171
NC_013421	N	GC	0.220885015085484	0.00787013886217641	0.0523321623159166
NC_013421	A	AT	-0.258316537095691	-0.0987415648367682	-0.0539999869249426
NC_013421	A	GC	0.215801098097771	-0.0220997448787367	0.0515585451267293
NC_013203	Y	AT	-0.304636663127229	-0.252147549267307	-0.0327289143029117
NC_013203	Y	GC	-0.284786706695525	-0.465744400527009	0.0674715909090909
NC_013203	N	AT	-0.362210897687182	-0.272694354926313	-0.0403875648172944
NC_013203	N	GC	-0.237740041263292	-0.412484548825711	0.0865486457860493
NC_013203	A	AT	-0.344344843318323	-0.266516421463118	-0.038515303119482
NC_013203	A	GC	-0.250666615511519	-0.427017796153155	0.0819286779039101
NC_015590	Y	AT	-0.175289065080938	-0.0513783313490246	-0.0208026509572901
NC_015590	Y	GC	-0.0546746313679573	-0.124433701839891	0.0243893473506221
NC_015590	N	AT	-0.290818675752832	-0.195378415816648	-0.0128224640438323
NC_015590	N	GC	-0.153311467517227	-0.200198091716465	0.0152346733810507
NC_015590	A	AT	-0.260965324136518	-0.158540871072792	-0.0147110078419983
NC_015590	A	GC	-0.120196151591067	-0.174945852189685	0.0177786176499129
NC_014117	Y	AT	-0.298328649608046	-0.198197157055357	-0.000162554049221366
NC_014117	Y	GC	0.0807841233769815	-0.0255316439577232	0.031577273901552
NC_014117	N	AT	-0.203917950173895	-0.0675597885812968	-0.00531422793089352
NC_014117	N	GC	0.0890670375835268	0.0590747521538019	0.0200472484096245
NC_014117	A	AT	-0.234532374100719	-0.108277501620921	-0.00403339880533799
NC_014117	A	GC	0.0865927402745053	0.0340274538077668	0.023177521688463
NC_011296	Y	AT	0.0138293966466773	0.0336876885504956	-0.0108254397834912
NC_011296	Y	GC	0.0719611583145483	-0.0359743040685225	0.0273060273060273
NC_011296	N	AT	-0.109589230620235	-0.0755311545708531	0.000305119912125465
NC_011296	N	GC	-0.233387546468401	-0.32941560561541	0.0355950427253693
NC_011296	A	AT	-0.0711584082009851	-0.0415175375805297	-0.00264585855867976
NC_011296	A	GC	-0.156768045947004	-0.260845634225669	0.0334924188030578
NC_012796	Y	AT	-0.143989726983418	-0.208187779616351	0.0121015287230301
NC_012796	Y	GC	-0.334712294975217	-0.310846692555345	-0.0210405610816288
NC_012796	N	AT	-0.270416936510418	-0.301837397585689	0.0125368273616085
NC_012796	N	GC	-0.183507756873985	-0.163176480249651	-0.0251560223242515
NC_012796	A	AT	-0.23429574094752	-0.275294853311563	0.0124279520266565
NC_012796	A	GC	-0.233654310322925	-0.212060781857736	-0.0239544037093704
NC_012039	Y	AT	-0.0248822388473261	-0.01705334126512	-0.0642260078298593
NC_012039	Y	GC	0.344827586206897	-0.0340620233858668	0.0968413745227352
NC_012039	N	AT	-0.294659699848088	-0.217309178329183	-0.0348653608159433
NC_012039	N	GC	0.00608452557145206	-0.323780728276587	0.0823949464432848
NC_012039	A	AT	-0.232206086108688	-0.172452084304973	-0.0433037343388882
NC_012039	A	GC	0.0824203821656051	-0.264257363693336	0.0864902095837843
NC_009441	Y	AT	0.10976979605094	0.0138722175795791	-0.00489527494951417
NC_009441	Y	GC	0.140741309185788	-0.00484271354738941	0.0653062329156405
NC_009441	N	AT	-0.0460378960777029	-0.0761630881600536	-0.0242368255301281
NC_009441	N	GC	0.0806611898767722	-0.042250061409973	0.0516656415547311
NC_009441	A	AT	-0.00214638907209656	-0.0510391845941202	-0.0187388611220475
NC_009441	A	GC	0.0987760012957264	-0.030980666200792	0.0553244622543575
NC_008705	Y	AT	-0.0857010857010857	-0.0167364016736402	-0.00149769585253456
NC_008705	Y	GC	-0.147978997732004	-0.167996188303579	0.0297815169060491
NC_008705	N	AT	-0.100815347721823	-0.0187638900610459	-0.0210046064666858
NC_008705	N	GC	0.0278938488465602	0.0111946177889989	0.0207238725271929
NC_008705	A	AT	-0.0963806425376169	-0.0181810892617315	-0.0156063190448104
NC_008705	A	GC	-0.0313160261908248	-0.0491371348014195	0.0233011122640307
NC_014168	Y	AT	-0.145910008310578	0.125	-0.0440949737897009
NC_014168	Y	GC	-0.0656355473998099	-0.15519458324517	0.0365412198620313
NC_014168	N	AT	-0.311584776009874	-0.032860824742268	-0.0567585575081203
NC_014168	N	GC	-0.0331444994598928	-0.0812716746230974	0.029377815839446
NC_014168	A	AT	-0.251980779498131	0.0258364813815434	-0.0535622558099715
NC_014168	A	GC	-0.0431890322144931	-0.104063269986401	0.0312872657096301
NC_013741	Y	AT	-0.107967939651108	-0.0577552659213046	-0.00847546301140525
NC_013741	Y	GC	0.0502738654147105	0.0413595413595414	-0.00813802083333333
NC_013741	N	AT	-0.126514914359823	-0.106326201978376	0.0048207785393369
NC_013741	N	GC	-0.0239212854305831	-0.0303618466657424	0.00181217354226628
NC_013741	A	AT	-0.121413519208948	-0.0931460466987378	0.00164794007490637
NC_013741	A	GC	-0.000494132180358246	-0.00805552902219251	-0.000642415482213121
NC_011071	Y	AT	-0.3125	-0.149735575025653	0.000308628367355937
NC_011071	Y	GC	-0.131702524478785	-0.222583499461638	0.0198791134989926
NC_011071	N	AT	-0.272800267648043	-0.0834941082188121	-0.0220147550398327
NC_011071	N	GC	0.100970424289635	0.0363895610494684	0.0231414599129615
NC_011071	A	AT	-0.283829711837379	-0.101596203623814	-0.0164256540457004
NC_011071	A	GC	0.0297282621165421	-0.0421982970573773	0.022207987701374
NC_015947	Y	AT	-0.291627968687807	-0.162131635691549	-0.00442530797751465
NC_015947	Y	GC	-0.133741013536799	-0.2293770099469	0.0279289757307901
NC_015947	N	AT	-0.266538594157923	-0.0908831807331932	-0.024869761254354
NC_015947	N	GC	0.102022666960735	0.0320593772152612	0.0282020073517269
NC_015947	A	AT	-0.273331417486888	-0.109236140499365	-0.0196866211329851
NC_015947	A	GC	0.0295477783115907	-0.0477482648854563	0.028124780686364
NC_014659	Y	AT	-0.123999052357261	0.0722415795586527	-0.0470613939261525
NC_014659	Y	GC	-0.0986197711012364	-0.204393808724071	0.0558326850029747
NC_014659	N	AT	-0.175735066542866	0.0334535587836273	-0.0364385501834803
NC_014659	N	GC	0.0316239266952305	-0.0533446757228558	0.0408628582625269
NC_014659	A	AT	-0.160040247233003	0.045066765578635	-0.0392980227483915
NC_014659	A	GC	-0.0111634282528054	-0.102886049717588	0.0450570585972561
NC_010814	Y	AT	-0.231816182368619	-0.0748614958448754	-0.0367622893093572
NC_010814	Y	GC	0.0553567669964218	-0.0678529426803702	0.0380191996958464
NC_010814	N	AT	-0.272294759912866	-0.0987012080162	-0.0430905912728322
NC_010814	N	GC	0.017053611207366	-0.0992411692792917	0.0406431122037
NC_010814	A	AT	-0.258508557026279	-0.0907107376630611	-0.0414793917949699
NC_010814	A	GC	0.0282217409982378	-0.0898887816769082	0.0399239296088367
NC_012962	Y	AT	-0.222041650610686	-0.0872690916015997	-0.030240631700759
NC_012962	Y	GC	0.265498405994274	-0.0992724065703891	0.0998166269087841
NC_012962	N	AT	-0.245984617311127	-0.104676934635612	-0.0488116814280341
NC_012962	N	GC	0.178876479939963	-0.136662009332244	0.0961401047147627
NC_012962	A	AT	-0.239225035002081	-0.0997521685254027	-0.0434878059489601
NC_012962	A	GC	0.2072177413997	-0.12456531431119	0.0971911024516967
NC_013861	Y	AT	-0.0804333079816646	-0.0310705661389858	-0.0168983685647178
NC_013861	Y	GC	0.0544652080007512	-0.17397093730099	0.0547406623317708
NC_013861	N	AT	-0.141789943700252	-0.0577487503631209	-0.0198556743998953
NC_013861	N	GC	-0.068911455549617	-0.27342594114746	0.0454276318785924
NC_013861	A	AT	-0.12496618270358	-0.0504963566473862	-0.0190386665918402
NC_013861	A	GC	-0.0349744278555561	-0.247372491924109	0.0479000649016105
NC_012488	Y	AT	0.108932985443559	-0.0575584200730682	0.0349343266026269
NC_012488	Y	GC	0.203727851499578	-0.117902575240459	0.126473029045643
NC_012488	N	AT	-0.0255300735612289	-0.135657075879776	0.0111347831330144
NC_012488	N	GC	0.132799287939475	-0.10209143694684	0.113341168670705
NC_012488	A	AT	0.0147221294416896	-0.113150576082638	0.0171966126068547
NC_012488	A	GC	0.152582260065894	-0.106305561298325	0.116839475604094
NC_009080	Y	AT	-0.2	-0.0569604086845466	0.00864402339998254
NC_009080	Y	GC	0.0702687479012533	-0.0034877529286475	0.0448918683654205
NC_009080	N	AT	-0.114971572962729	0.0149301912678557	-0.00179857791197219
NC_009080	N	GC	0.0846453117681359	0.0729722946906425	0.0147281614121244
NC_009080	A	AT	-0.135505510301869	-0.00233043051637434	0.000734121101746361
NC_009080	A	GC	0.080243945307966	0.0496674903330777	0.0234963950286229
NC_010602	Y	AT	0.029076129435673	0.0920933355715964	-0.00176507430393441
NC_010602	Y	GC	-0.0473620294157334	-0.151737704918033	0.0572718420819687
NC_010602	N	AT	-0.0442259628912392	0.0171541957370543	-0.00344587411562007
NC_010602	N	GC	-0.118820212279122	-0.234607555696652	0.0687567200497991
NC_010602	A	AT	-0.0265551200884333	0.0352242092565757	-0.00303656355291801
NC_010602	A	GC	-0.097068337012887	-0.209803203182246	0.0659748279337036
NC_014643	Y	AT	-0.291237467380854	-0.22856358896968	0.0211614720379498
NC_014643	Y	GC	-0.110375005111847	-0.122658910329171	0.0544758179521656
NC_014643	N	AT	-0.299450078466022	-0.277753903452228	-0.00100847548546293
NC_014643	N	GC	-0.0355758568420196	-0.0553010642189051	0.0603951704220155
NC_014643	A	AT	-0.297171114689432	-0.265053839614622	0.00396861714076527
NC_014643	A	GC	-0.0604267576068423	-0.0774837918345891	0.0589866397781699
NC_009494	Y	AT	-0.0968066381694745	-0.0487868171791878	-0.0163817797165484
NC_009494	Y	GC	0.0608214513726325	-0.168487370672215	0.0511365663918924
NC_009494	N	AT	-0.172208266933168	-0.0901420511787226	-0.0300771892467394
NC_009494	N	GC	-0.0817424038720086	-0.269285788327978	0.0428208866569469
NC_009494	A	AT	-0.150901715584952	-0.0785768714394572	-0.0262755817941815
NC_009494	A	GC	-0.0413860407956722	-0.24267578125	0.0451032821085417
NC_016024	Y	AT	-0.144847999013381	-0.0320460147904684	-0.0317702460701731
NC_016024	Y	GC	0.0187556001032697	-0.0634520138304831	0.0217410754227431
NC_016024	N	AT	-0.215376486129458	-0.229441949967928	0.00102047191619635
NC_016024	N	GC	0.070739732244157	-0.0577121413033116	0.0341328089335253
NC_016024	A	AT	-0.194221983834872	-0.170148316018579	-0.00681522807239991
NC_016024	A	GC	0.0541931928593181	-0.0595305764767183	0.0306400363141171
NC_008740	Y	AT	-0.216511841729812	-0.0650119247416306	-0.0333210468116476
NC_008740	Y	GC	0.0328731314595758	-0.0632101004272624	0.0416575105948831
NC_008740	N	AT	-0.306389348459781	-0.177263899877724	-0.0351561529478993
NC_008740	N	GC	0.010608829215328	-0.0794890840119903	0.0397549055365089
NC_008740	A	AT	-0.280067595799404	-0.144784931121732	-0.0346935741628572
NC_008740	A	GC	0.0178522933550591	-0.0741892055086167	0.0402860422928954
NC_013504	Y	AT	-0.105941628922896	-0.173179761415056	0.0345579793340987
NC_013504	Y	GC	0.0294277929155313	-0.288988764044944	0.131564699512723
NC_013504	N	AT	-0.175940980632888	-0.204704944178628	0.0226432115471358
NC_013504	N	GC	-0.135568305751814	-0.468007579070106	0.104583743572913
NC_013504	A	AT	-0.155491528608562	-0.195897023330652	0.0260038860103627
NC_013504	A	GC	-0.0929684477118435	-0.424169051287695	0.112349045578496
NC_009338	Y	AT	-0.109760604442984	-0.00595585659231578	-0.0153027899598768
NC_009338	Y	GC	-0.120675011796053	-0.177890554075573	0.0342451116572283
NC_009338	N	AT	-0.112408869129476	0.00274776577297586	-0.020496145555515
NC_009338	N	GC	0.0374523112412386	-0.00974906906682135	0.0159540523292916
NC_009338	A	AT	-0.111576011157601	1.8311329219388e-05	-0.0190348666246587
NC_009338	A	GC	-0.0152195659529933	-0.0660149256332936	0.0211016140066004
NC_009455	Y	AT	-0.236626717334113	-0.100649137761458	-0.0280356817768068
NC_009455	Y	GC	-0.00699300699300699	-0.104060477635874	0.0354062057422428
NC_009455	N	AT	-0.383612532417467	-0.245562606706826	-0.0211308941498728
NC_009455	N	GC	-0.105564799408393	-0.184091316254191	0.0209010232287474
NC_009455	A	AT	-0.335970439149178	-0.197822612001555	-0.0229520791318544
NC_009455	A	GC	-0.0745890208342137	-0.159373120599993	0.0248696632379879
NC_009074	Y	AT	-0.231738413079346	-0.00200579451749499	-0.0272145813302119
NC_009074	Y	GC	0.103823312366026	-0.0541326153772843	0.0861326581625248
NC_009074	N	AT	-0.131433276911112	0.109633667974204	-0.0277177962142163
NC_009074	N	GC	0.0952556887787842	0.0616334494340736	0.0393352965923433
NC_009074	A	AT	-0.154876253242656	0.0839819746005735	-0.0276010551633176
NC_009074	A	GC	0.0978846604862558	0.0265726191979507	0.0535163637607573
NC_016908	Y	AT	-0.0634909548089684	-0.00240437158469945	-0.00748634248330748
NC_016908	Y	GC	0.098783941362652	-0.0784982935153584	0.0493584437086093
NC_016908	N	AT	-0.209714256712176	-0.160610888742082	-0.00384322508398656
NC_016908	N	GC	0.0827508029472889	-0.127155474554886	0.0434548737849157
NC_016908	A	AT	-0.170746235318206	-0.119112461657541	-0.00488129860479418
NC_016908	A	GC	0.088552655374043	-0.110217510509962	0.0450533748003698
NC_002967	Y	AT	-0.0893858190106573	0.0924729183132642	0.0128784455490285
NC_002967	Y	GC	-0.153009919826063	-0.13450350554423	0.0537700234669932
NC_002967	N	AT	-0.20663400564145	-0.0491295293627655	-0.00138902474811699
NC_002967	N	GC	-0.284798125066581	-0.364055023923445	0.0569508051410844
NC_002967	A	AT	-0.176606083554209	-0.0117742291559349	0.002281346721109
NC_002967	A	GC	-0.234002435479436	-0.277847285764972	0.0561054315698132
NC_013947	Y	AT	0.0644398051496173	0.0711357607909332	-0.0104417670682731
NC_013947	Y	GC	-0.243228061128173	-0.200810570403577	0.00978262887267732
NC_013947	N	AT	-0.0612220684200119	-0.0621511351405472	-0.00756499961271333
NC_013947	N	GC	-0.0291419156527393	-0.00106291623379353	0.019176558142332
NC_013947	A	AT	-0.0236672443674177	-0.0230460390173155	-0.00834142341442265
NC_013947	A	GC	-0.101084652400625	-0.0685019779118263	0.01646887607144
NC_009525	Y	AT	-0.158697659480509	0.0096393740077115	-0.0254846853713142
NC_009525	Y	GC	-0.0699660734480091	-0.157384782999609	0.0107607420168277
NC_009525	N	AT	-0.115305192833283	0.0365414085601433	-0.0275812426482206
NC_009525	N	GC	0.0838266388849305	-0.0165815290109045	0.0286579340215723
NC_009525	A	AT	-0.127213035287378	0.0291243922647615	-0.0270166256157635
NC_009525	A	GC	0.0313690359877275	-0.0642683652048062	0.0233549103014611
NC_015458	Y	AT	-0.215232383808096	-0.0432228283676039	-0.0225637035596188
NC_015458	Y	GC	-0.0683340883622231	-0.237800474569277	0.0506070113217842
NC_015458	N	AT	-0.257849048757667	-0.0172830767415797	-0.0428372829847079
NC_015458	N	GC	-0.0360941340235335	-0.163562623405731	0.0546694066607952
NC_015458	A	AT	-0.244963826585193	-0.0249771803169861	-0.0377793414699245
NC_015458	A	GC	-0.0461929123566974	-0.186366733392841	0.0535969366319757
NC_014752	Y	AT	-0.0709416813935875	0.0294086865515437	-0.00250495025884486
NC_014752	Y	GC	-0.106380708493385	-0.316748688551187	0.0765789857538776
NC_014752	N	AT	-0.294795260236988	-0.16958700804227	-0.0149857790454035
NC_014752	N	GC	-0.110894584480689	-0.292638985431178	0.0576383550155253
NC_014752	A	AT	-0.235967977354151	-0.11571371904573	-0.01186124847703
NC_014752	A	GC	-0.109332151463948	-0.300935101186322	0.0631524562434091
NC_011901	Y	AT	-0.276194749831725	-0.0750791497060154	-0.037968476357268
NC_011901	Y	GC	-0.136780203034791	-0.213429752066116	0.023436222165105
NC_011901	N	AT	-0.322157273629646	-0.0821995464852608	-0.0161647733899373
NC_011901	N	GC	-0.0431847133757962	-0.104948822618593	0.0333303785125432
NC_011901	A	AT	-0.307009760425909	-0.0798217791874339	-0.0216113113778742
NC_011901	A	GC	-0.0725227558647229	-0.138831143090248	0.0306091628268651
NC_014640	Y	AT	-0.211666819054585	-0.025511772299748	-0.0320224304582011
NC_014640	Y	GC	-0.0688385619701751	-0.22580054671483	0.0565604234711116
NC_014640	N	AT	-0.241324397850176	-0.0435000312949865	-0.0432463940667981
NC_014640	N	GC	0.0295257462076058	-0.0512300507414696	0.0444998604596728
NC_014640	A	AT	-0.231654418888905	-0.0374318243089111	-0.0404225103724811
NC_014640	A	GC	-0.00115478269820285	-0.105185241063262	0.0479437076295715
NC_010718	Y	AT	-0.0402918144702496	0.0122751926919783	0.0118120535265117
NC_010718	Y	GC	0.0150073044402143	-0.218516493530162	0.0699754849253796
NC_010718	N	AT	-0.117048528127996	-0.0824959102594064	0.0242437002008162
NC_010718	N	GC	-0.145422366431916	-0.340594059405941	0.0912099483528055
NC_010718	A	AT	-0.0940566765905833	-0.0549705662880358	0.0206765940493444
NC_010718	A	GC	-0.0982546107690906	-0.304614062416071	0.0852672123254694
NC_006347	Y	AT	-0.118213100904576	0.177998006865242	-0.0463292632314716
NC_006347	Y	GC	0.189546994604091	0.0451957153665432	0.0693259549611867
NC_006347	N	AT	-0.22530797426182	0.00897926029259851	-0.0627869373141224
NC_006347	N	GC	0.0821449095972769	-0.148312125467663	0.0592876771964193
NC_006347	A	AT	-0.200595300360413	0.0498510559962513	-0.0586990608367288
NC_006347	A	GC	0.120860356106911	-0.0805872802402637	0.0619122257053292
NC_007963	Y	AT	-0.285895806861499	-0.116056338028169	-0.0217631870158613
NC_007963	Y	GC	-0.0790146902753728	-0.252947713658418	0.0516988719626487
NC_007963	N	AT	-0.205467199597507	-0.0610345068943795	-0.0444901917416677
NC_007963	N	GC	-0.00445740832854432	-0.146324029154656	0.0361375459967009
NC_007963	A	AT	-0.227357799658231	-0.0759738935345707	-0.0389433341049978
NC_007963	A	GC	-0.0269601397233855	-0.178506270913271	0.0403594907214779
NC_016148	Y	AT	-0.0473330375729447	0.130681818181818	0.000486523304466284
NC_016148	Y	GC	0.0820910678744059	-0.158770063817443	0.0687372708757637
NC_016148	N	AT	-0.212765351189628	0.0170755505993867	-0.00635675197612072
NC_016148	N	GC	-0.111002568263822	-0.313855843247026	0.0789760553321054
NC_016148	A	AT	-0.164041691375273	0.0505115089514067	-0.00484297983167955
NC_016148	A	GC	-0.0570351701746021	-0.272647859822209	0.0766418062044749
NC_013204	Y	AT	-0.347813782368756	0.0970125281079345	-0.0659453693474037
NC_013204	Y	GC	-0.123238273248185	-0.2639267145333	0.0495005940071281
NC_013204	N	AT	-0.291175686483604	0.040008757046686	-0.0650075353346096
NC_013204	N	GC	0.0513602241936982	-0.0464843575168957	0.0245362901805527
NC_013204	A	AT	-0.306676477422353	0.0544964689553823	-0.0652053385615453
NC_013204	A	GC	-0.000950290743715637	-0.112277832229388	0.0305911732219181
NC_003197	Y	AT	-0.261810974232883	-0.202877057689456	-0.0104884058886713
NC_003197	Y	GC	0.151711248685901	-0.0360257492263648	0.0514028261314766
NC_003197	N	AT	-0.272121011372419	-0.209123116357284	-0.030623007187841
NC_003197	N	GC	0.168371412391438	0.0397682782324286	0.043512616151409
NC_003197	A	AT	-0.268970381899453	-0.207213538419686	-0.0250159456308971
