acc	aaCostObserved	GC
NC_015224	23.34566	47.000618
NC_017517	23.217834	51.499016
NC_018646	23.91092	35.648476
NC_007432	23.891808	35.622433
NC_017511	23.22416	52.561146
NC_018645	24.094011	41.448853
NC_017512	23.22434	51.843143
NC_018644	24.492104	32.263336
NC_018643	24.552185	28.631882
NC_017513	23.254234	51.68207
NC_018642	23.73324	38.06306
NC_014171	24.215157	35.288406
NC_004088	23.373032	47.64116
NC_007434	22.328838	67.60598
NC_014562	23.142471	55.54796
NC_017125	22.853073	53.037476
NC_017121	22.85236	53.035503
NC_017519	24.418892	25.876543
NC_014560	24.231892	38.899067
NC_017518	23.25326	51.333904
NC_017501	23.238106	51.42552
NC_014148	23.01765	53.66162
NC_018632	23.172123	44.70863
NC_017502	23.772148	31.467442
NC_017505	23.208475	51.69021
NC_017506	22.97881	57.140022
NC_014147	23.538918	41.671597
NC_017503	23.966824	31.395891
NC_006300	23.658018	42.53798
NC_017504	23.903578	40.003674
NC_007429	23.702929	41.302628
NC_007426	21.669403	63.44022
NC_005823	24.453653	35.049526
NC_014555	24.242016	38.94251
NC_014551	23.712297	46.082344
NC_014552	24.385527	26.946068
NC_014554	23.440065	44.576595
NC_017509	24.725897	28.456657
NC_014550	22.425898	59.286488
NC_014158	21.975887	68.41297
NC_018626	23.854065	38.959682
NC_013595	22.377035	70.8666
NC_018625	23.851614	39.05526
NC_013592	23.21189	53.639076
NC_004061	25.100851	25.330576
NC_014153	22.682919	63.87943
NC_014152	23.634764	45.882454
NC_014151	21.577602	74.29362
NC_014150	24.450024	27.75143
NC_007413	23.466866	41.42138
NC_005810	23.38764	47.650078
NC_017108	22.851925	53.0342
NC_004070	23.699074	38.59268
NC_014541	22.921852	60.21947
NC_017100	22.851149	53.03756
NC_003295	22.58502	67.03698
NC_015660	24.137573	43.95144
NC_015662	25.631065	23.031973
NC_015663	23.370829	54.84709
NC_009708	23.300987	47.537613
NC_015666	21.701834	65.98179
NC_017562	23.065327	51.78528
NC_017564	23.363283	47.01488
NC_008536	23.093102	61.90246
NC_017563	23.745049	39.04792
NC_009707	24.495945	30.57331
NC_014121	23.362806	54.7867
NC_009706	24.234356	32.02036
NC_017560	24.581903	29.000225
NC_014125	24.038174	38.377583
NC_017569	24.311499	35.006626
NC_014122	24.67362	33.618507
NC_008531	23.610888	37.710335
NC_017566	23.369217	44.496246
NC_015259	22.506905	67.21817
NC_008530	23.923239	35.259613
NC_008533	23.804207	39.70598
NC_018610	23.634655	44.36915
NC_017568	23.958769	37.64742
NC_017567	23.76615	39.497826
NC_008532	23.735746	39.081154
NC_009073	23.663532	57.15083
NC_010830	24.10036	35.045033
NC_010831	23.576595	48.92708
NC_018607	24.510015	27.787039
NC_009074	22.491016	68.02047
NC_011004	22.645344	64.85981
NC_011000	22.632536	66.68135
NC_015656	21.850122	70.03665
NC_008526	23.442186	46.619476
NC_008525	23.646856	37.357826
NC_017551	24.420868	35.01834
NC_017550	22.45147	60.039997
NC_008529	23.64129	49.68634
NC_008528	23.967863	37.88888
NC_008527	23.88408	35.855736
NC_014136	23.589989	37.999554
NC_017554	23.251715	53.656525
NC_012004	23.865456	36.63181
NC_010842	24.470402	38.89151
NC_014109	25.32916	28.482565
NC_005213	25.375038	31.55953
NC_011900	23.776703	39.48859
NC_011901	22.84735	65.06297
NC_017540	23.35337	57.551617
NC_008513	26.06549	20.097027
NC_008512	27.607006	16.564367
NC_017542	23.684278	45.158962
NC_017544	23.73086	38.031956
NC_014106	24.03711	36.888283
NC_017546	23.73926	37.96424
NC_017545	23.74725	37.862778
NC_008510	24.359173	40.2286
NC_012039	24.532282	29.703499
NC_012032	23.066164	56.6819
NC_017548	22.944345	66.50427
NC_014103	24.007605	38.131638
NC_011420	22.241665	70.46127
NC_017547	23.734425	38.05042
NC_014100	22.385168	67.6669
NC_012034	24.653198	35.17247
NC_009033	24.917055	35.726543
NC_017549	22.930843	66.14381
NC_011415	23.431082	50.79655
NC_009051	22.896023	62.063038
NC_009053	23.57794	41.299515
NC_009052	23.28763	46.28342
NC_012029	21.543222	66.72209
NC_015635	22.21768	67.26754
NC_015636	24.35655	29.298687
NC_015633	23.45057	44.647827
NC_015634	23.815012	47.29206
NC_011026	23.751633	45.03892
NC_011027	23.329336	55.796116
NC_011025	23.854372	30.7095
NC_008508	24.353495	40.23488
NC_017531	23.225359	53.761055
NC_017530	22.947798	61.74165
NC_004722	24.211876	35.280624
NC_015638	24.080872	30.823215
NC_017535	22.475752	60.010147
NC_017534	22.464909	60.02761
NC_009049	22.409157	69.09275
NC_014117	22.67941	64.0999
NC_017532	22.891052	64.03069
NC_012026	23.037815	49.7745
NC_017538	22.681776	62.512226
NC_017537	23.72516	38.19307
NC_017924	25.73198	25.67244
NC_017920	22.564249	67.29208
NC_009012	24.020428	38.98659
NC_016070	23.618544	55.128258
NC_015291	23.697926	41.138466
NC_017927	23.7462	39.05703
NC_009749	24.34022	32.16146
NC_017926	24.248434	38.665646
NC_017911	23.026712	60.031765
NC_017910	23.31317	56.508327
NC_015697	23.900515	39.034523
NC_015696	24.247515	32.865948
NC_017912	23.799397	45.854317
NC_015690	23.593084	58.383232
NC_016078	22.654242	61.36948
NC_016077	23.569693	50.0206
NC_011916	22.383142	67.171646
NC_017596	23.70783	38.57981
NC_017594	23.595352	39.929916
NC_017595	23.4956	40.069138
NC_017592	23.795538	39.8132
NC_017593	23.834248	39.621807
NC_017591	23.730217	39.644054
NC_002179	23.857014	40.57485
NC_016047	23.86369	43.82348
NC_016048	23.285078	53.32115
NC_015684	22.690294	62.475456
NC_015687	24.23443	30.927246
NC_003228	24.296957	43.19058
NC_015681	24.29921	42.42545
NC_016043	23.565224	38.313316
NC_015680	24.26526	51.637505
NC_015683	22.541634	53.399666
NC_015682	25.108034	30.587498
NC_010804	22.603758	66.86904
NC_010803	23.374279	51.316833
NC_016041	23.344345	42.298622
NC_017587	23.119444	69.09195
NC_009720	22.438322	67.46469
NC_015277	24.323462	41.10175
NC_015278	23.467642	41.88289
NC_017905	23.734043	41.615425
NC_017906	23.412449	50.51241
NC_017581	23.790527	38.920776
NC_015275	24.04001	34.324642
NC_009727	24.120445	42.43579
NC_017582	0.0	41.645504
NC_015276	23.338846	44.127487
NC_017904	22.288996	67.91293
NC_017909	24.234665	32.216293
NC_017583	23.670204	60.918312
NC_009725	23.738749	46.47566
NC_017584	22.357853	65.44743
NC_017586	21.98249	72.93976
NC_003212	23.740255	37.43896
NC_010816	22.607811	60.146088
NC_015678	23.715073	41.724476
NC_003210	23.726997	37.981026
NC_015677	22.500025	69.996704
NC_015676	23.594372	39.15604
NC_015675	22.873987	62.86746
NC_009719	22.738125	62.328094
NC_015674	24.016068	46.00425
NC_015673	22.300543	57.091904
NC_015672	24.31642	38.294262
NC_015671	21.59186	73.81289
NC_016052	23.796593	36.04108
NC_002162	24.44031	25.499687
NC_016050	24.212904	32.35003
NC_002163	24.464493	30.548573
NC_010814	23.143585	54.77047
NC_016051	24.150259	54.780994
NC_009004	23.842659	35.74556
NC_017579	23.285328	46.242924
NC_017576	23.71947	37.51514
NC_002578	24.182438	45.994392
NC_009715	23.955381	44.53533
NC_017571	23.254227	46.191795
NC_009718	24.615366	34.98931
NC_017574	22.548002	66.63612
NC_009712	23.146458	54.51361
NC_002570	23.896917	43.685513
NC_009009	23.594906	43.40022
NC_017573	23.248743	55.96058
NC_009714	24.447416	31.73318
NC_012469	23.813133	39.767006
NC_009092	23.140886	53.666996
NC_009091	24.10715	31.339888
NC_018593	23.728945	38.040424
NC_018594	23.776604	39.788277
NC_018591	0.0	38.01162
NC_018592	23.73857	38.00994
NC_011653	24.906189	30.810791
NC_008278	21.708597	72.82809
NC_008277	25.008324	28.3111
NC_016445	23.35586	47.670643
NC_011658	24.228369	35.591217
NC_009089	24.135088	29.060532
NC_016854	23.415808	52.190083
NC_016857	23.439585	52.18336
NC_016856	23.492468	52.196377
NC_012466	23.843962	39.743813
NC_012468	23.813248	39.725597
NC_012467	23.815128	39.745827
NC_018584	23.735119	37.992584
NC_018585	23.740185	37.99236
NC_009080	22.545603	68.164406
NC_013061	24.085966	42.048885
NC_018586	23.7349	37.931038
NC_018581	22.07369	67.765816
NC_013062	24.08921	42.692772
NC_009085	23.629122	38.94083
NC_016848	23.393574	52.789124
NC_011662	22.657118	68.404205
NC_011663	23.266575	46.314175
NC_008262	24.236565	28.249016
NC_011660	23.720886	38.193684
NC_011661	24.86239	33.95735
NC_015844	24.094368	42.779613
NC_008268	22.268955	67.51583
NC_018589	23.739616	37.953724
NC_017986	22.998955	61.772614
NC_015848	22.037573	65.622345
NC_015846	24.449306	36.10943
NC_015847	23.967958	32.94076
NC_012471	23.683798	41.282497
NC_012470	23.67867	41.53241
NC_011666	22.511852	63.083363
NC_009077	22.26921	68.35642
NC_016845	23.39029	57.484795
NC_009076	22.479498	67.95947
NC_018590	23.724659	38.264446
NC_016844	23.394165	52.795322
NC_012472	24.233698	35.44051
NC_016843	23.3943	52.787735
NC_016842	23.394148	52.781017
NC_010995	23.229952	51.991238
NC_017992	24.142157	35.285507
NC_010999	23.445267	46.3357
NC_012850	22.81608	61.08747
NC_002696	22.363535	67.21398
NC_002695	23.41239	50.537064
NC_010582	23.855986	39.46224
NC_010581	22.89758	57.059895
NC_015856	22.825232	59.556145
NC_015850	23.139896	61.318623
NC_017999	22.466175	62.648224
NC_015857	22.853153	57.17439
NC_015859	21.99025	67.14591
NC_012856	22.720243	63.558292
NC_008686	22.491411	66.706375
NC_012440	24.558468	37.156437
NC_010994	22.79555	61.665195
NC_012441	22.834255	57.15206
NC_015866	24.246887	32.322826
NC_015865	24.06367	56.078793
NC_013971	23.222843	53.600197
NC_002689	24.297693	39.9185
NC_016860	23.436563	52.208138
NC_012846	23.540728	38.057247
NC_008699	22.019684	71.651955
NC_008698	23.468594	57.665657
NC_016863	23.431145	52.206306
NC_010981	24.0106	34.192554
NC_017934	23.910696	45.451107
NC_017933	23.254526	57.112335
NC_013093	21.81245	73.70888
NC_004307	22.57332	60.119827
NC_007181	24.379389	36.707596
NC_016894	23.827255	39.33814
NC_004567	23.458714	44.466885
NC_016893	25.364498	25.223652
NC_017492	23.900518	35.879322
NC_017491	23.466623	46.763462
NC_017945	22.582758	52.1453
NC_017946	24.464563	42.2933
NC_017941	21.958603	61.121292
NC_012438	24.684055	32.75293
NC_017098	23.053125	57.76615
NC_017095	24.49521	38.875343
NC_017096	24.44644	35.374878
NC_004572	23.280182	46.331997
NC_016887	22.132975	68.36608
NC_016885	23.795605	55.082012
NC_004310	22.850348	57.214035
NC_016884	23.579947	56.76513
NC_004578	23.034447	58.39888
NC_017949	23.861359	35.740273
NC_017952	23.684801	41.30576
NC_017953	23.68846	41.310562
NC_017950	23.730782	41.41603
NC_017951	23.683895	41.310455
NC_017956	22.203894	68.145004
NC_017954	23.764503	55.641155
NC_017955	21.633617	74.131134
NC_010184	24.215878	35.56156
NC_012814	22.731249	60.48214
NC_012815	22.734495	60.482132
NC_004545	25.126753	25.341406
NC_007984	24.190954	33.236176
NC_004547	23.262924	50.967323
NC_017964	23.023481	54.883205
NC_012416	24.033062	35.164635
NC_017960	24.035957	38.150955
NC_004551	23.249846	46.314007
NC_004337	23.487797	50.889545
NC_012808	22.168196	68.70958
NC_012806	24.165802	28.538725
NC_012803	21.745365	72.995255
NC_004552	23.893253	39.86641
NC_012804	24.16168	53.561485
NC_011601	23.409578	50.566147
NC_007973	22.760504	63.820297
NC_004557	24.319323	28.749298
NC_004556	23.05511	51.776367
NC_013921	24.254726	34.145008
NC_007963	22.792755	63.911854
NC_011294	23.42395	52.167313
NC_004342	24.42025	35.015125
NC_013922	21.719816	61.420822
NC_010528	22.599192	67.5116
NC_007964	22.658363	61.71378
NC_013926	24.68197	39.157967
NC_010524	22.42747	68.89968
NC_007969	23.170815	42.291256
NC_010525	23.488924	59.910625
NC_013928	23.921984	36.846584
NC_013929	22.186485	71.452835
NC_004347	23.336655	45.96087
NC_011297	24.876652	33.74099
NC_013510	22.207394	71.64202
NC_013511	24.186522	27.118244
NC_011295	23.72599	44.770134
NC_013512	24.169815	38.969826
NC_004344	25.514088	22.478945
NC_011296	24.545868	34.128906
NC_013515	24.461815	26.314554
NC_017068	23.458458	50.678135
NC_013517	24.047987	33.45159
NC_017067	22.99011	57.425255
NC_017066	24.487005	28.918922
NC_003869	24.266893	37.57091
NC_017065	24.262924	32.501724
NC_017063	24.239285	38.88586
NC_017062	24.485796	28.920164
NC_010520	24.356424	28.31086
NC_007954	23.235	45.149174
NC_004350	23.949947	36.82866
NC_007951	22.703705	62.755882
NC_007958	22.576914	64.807755
NC_007955	23.557	40.758095
NC_013520	23.469372	38.629276
NC_017061	23.750443	45.854744
NC_013523	22.520643	68.10279
NC_007146	23.672403	38.15669
NC_013521	21.593956	71.886505
NC_013522	22.906773	63.79257
NC_017056	24.513027	29.000265
NC_017058	24.273436	32.25462
NC_013525	23.368584	48.07284
NC_017057	24.52497	28.989634
NC_017052	23.354603	47.735317
NC_017051	24.50332	29.005379
NC_017053	23.727064	38.476204
NC_010531	23.232702	45.557396
NC_017059	22.302818	64.74331
NC_009675	22.019777	73.5314
NC_009674	24.235088	35.87679
NC_010501	22.940042	61.435593
NC_007947	23.091087	55.71908
NC_007946	23.487144	50.604187
NC_010503	24.427534	25.496521
NC_010505	22.180521	71.502075
NC_007940	24.225971	31.645859
NC_010506	23.371744	43.700993
NC_010508	22.609606	66.719475
NC_014666	21.878695	72.314
NC_004368	23.886469	35.62742
NC_011274	23.43406	52.204556
NC_017093	22.200733	70.82308
NC_003888	22.069857	72.11867
NC_017094	23.481287	50.047546
NC_004369	22.455843	63.13998
NC_014664	22.675703	62.248432
NC_007530	24.22041	35.377155
NC_008212	22.031996	47.863907
NC_007948	22.787424	62.47231
NC_010513	23.104925	51.917477
NC_010511	22.221424	71.583084
NC_013008	23.408237	50.506824
NC_011283	23.39643	57.286102
NC_013009	23.718658	41.271305
NC_010516	24.341206	28.335926
NC_013501	23.388773	64.53712
NC_007168	23.996323	32.79259
NC_010519	23.594145	37.378067
NC_017080	21.832706	73.2878
NC_007164	22.241602	61.395435
NC_017082	22.841007	64.29803
NC_008209	22.72788	58.96871
NC_013508	23.188452	59.734398
NC_017075	22.348103	71.24314
NC_013504	24.012291	34.485672
NC_017079	23.31336	58.767147
NC_009699	24.323933	28.308968
NC_009698	24.359037	28.184711
NC_009697	24.354252	28.205336
NC_006908	24.246403	24.95126
NC_007519	22.967566	57.836132
NC_013552	23.43789	47.27138
NS_000195	24.271105	37.873528
NS_000191	24.114481	35.2074
NC_006905	23.42571	52.1567
NC_013967	21.764288	66.63859
NC_007925	22.541924	64.95721
NC_007929	23.982067	32.94124
NC_013960	23.463911	51.58401
NC_009641	23.979158	32.888256
NC_017028	24.225817	32.431404
NC_013961	23.218122	53.60194
NC_013016	23.194435	51.94717
NC_017026	22.085289	65.6279
NC_007510	22.617334	66.20505
NC_017027	23.756027	40.22145
NC_007512	23.083408	57.330048
NC_017025	24.312737	31.383598
NC_007514	23.083416	44.27819
NC_017022	24.004526	38.36454
NC_009648	23.329512	57.47857
NC_007513	22.695707	54.164482
NC_007516	22.602982	59.217636
NC_007517	23.14745	59.50951
NC_013956	23.275524	53.690765
NC_013959	23.133448	57.54174
NC_007912	23.128763	45.826077
NC_010577	23.041117	51.756763
NC_007109	24.20483	32.45037
NC_010571	22.956455	65.34114
NC_009632	23.962038	32.950687
NC_010572	21.999481	72.22741
NC_007520	23.498665	43.12997
NC_009633	23.955029	36.822025
NC_009636	22.71097	61.502247
NC_009637	23.959469	33.284424
NC_009634	24.134754	31.328312
NC_008228	23.335552	44.616093
NC_008229	24.311378	38.177532
NC_009635	24.11691	30.037462
NC_013532	22.9583	49.98492
NC_017050	24.513805	28.99985
NC_013530	21.747719	72.48759
NC_010545	22.149223	64.18524
NC_013948	23.993273	29.62406
NC_008261	24.184393	28.37915
NC_008260	22.98551	54.72778
NC_013947	22.344854	68.133934
NC_010544	24.929586	27.424686
NC_010546	23.808273	37.8754
NC_013949	24.138817	42.465324
NC_013943	23.818922	42.536633
NC_013946	23.132898	63.384384
NC_013037	23.978317	51.544994
NC_009663	24.236351	43.871487
NC_007908	22.807316	59.879333
NC_009664	21.568682	74.43503
NC_008258	23.487926	50.91774
NC_013941	23.416302	50.52306
NC_009665	23.271523	46.312454
NC_008255	24.14434	38.846455
NC_017048	24.518826	28.98705
NC_017049	24.518457	29.006021
NC_008253	23.461437	50.517525
NC_012892	23.437885	50.83262
NC_008254	22.714039	61.066788
NC_007907	23.71772	47.359894
NC_012891	23.760693	39.577133
NC_009662	24.564219	39.688625
NC_017042	24.248625	32.40564
NC_017043	24.231535	32.571857
NC_017040	23.734623	38.480675
NC_009667	22.866924	56.050903
NC_017046	23.421711	52.176994
NC_017047	23.26237	52.188976
NC_017044	24.243029	32.433678
NC_017045	24.28509	35.005062
NC_007508	22.495266	64.748344
NC_013939	24.73274	31.118261
NC_010556	23.597767	47.718296
NC_009654	23.456877	42.59407
NC_009655	23.550716	44.918594
NC_012883	24.507124	40.201267
NC_017038	23.352701	47.73544
NC_008245	24.312315	32.260002
NC_017039	23.353758	47.7352
NC_012880	23.23857	55.015076
NC_010554	23.690668	38.89969
NC_010551	22.56938	66.89843
NC_012881	23.473152	47.09275
NC_017030	22.477663	69.89693
NC_017031	22.596558	52.18524
NC_007503	24.009373	42.049717
NC_017033	22.734743	63.395798
NC_000117	23.692406	41.307255
NC_017034	23.505814	52.740204
NC_009659	22.936607	54.234184
NC_009656	22.93861	66.44943
NC_006832	24.247349	27.47887
NC_006831	24.245369	27.512602
NC_006834	22.642004	63.69329
NC_006833	24.058996	34.1791
NC_015318	24.42868	37.474255
NC_014738	24.296387	35.0101
NC_014734	24.150917	38.856667
NC_015315	23.502092	59.655083
NC_014733	23.087467	55.43806
NC_015312	21.835878	73.30953
NC_015311	24.002241	50.360657
NC_014729	21.924086	61.06365
NC_014727	23.616465	49.55773
NC_014724	24.003916	38.195583
NC_015320	23.960001	47.048992
NC_014722	22.702696	61.212784
NC_014721	24.555964	36.097534
NC_014720	24.63267	35.095867
NC_015321	24.136438	36.49468
NC_011333	24.235912	38.89419
NC_009613	24.284588	32.539375
NC_006814	23.94703	34.71458
NC_009615	24.230234	45.059578
NC_009614	24.361715	42.201496
NC_009617	24.115137	29.855589
NC_009616	24.986448	31.399858
NC_005364	24.443092	23.965609
NC_014210	21.873535	72.82924
NC_005362	23.921019	34.611244
NC_014212	23.167437	62.363632
NC_005363	23.455605	50.6455
NC_014215	22.157915	67.26608
NC_014216	22.96583	60.28631
NC_014217	22.5463	67.884735
NC_014219	23.48167	48.66996
NC_014218	22.697191	53.133244
NC_017403	24.970554	28.547758
NC_014205	24.842743	36.838303
NC_014206	23.8007	52.49423
NC_014209	24.237247	34.32014
NC_014207	23.22179	42.63513
NC_013450	23.973337	32.83758
NC_013454	25.495592	27.141714
NC_011312	23.619728	39.228367
NC_013456	23.329264	44.878788
NC_014230	23.910904	33.90003
NC_011386	22.69313	62.399475
NC_006461	23.078863	69.51812
NC_014774	24.043173	35.24097
NC_014228	23.672983	44.15284
NC_014225	24.02999	43.78017
NC_006055	23.956018	27.020487
NC_014222	23.890957	28.594595
NC_014221	22.534595	68.13901
NC_014220	23.312567	50.989395
NC_011375	23.71455	38.569904
NC_011374	24.117062	25.774235
NC_014762	23.809837	44.99426
NC_014760	24.14827	29.314713
NC_014761	22.916265	70.024826
NC_014256	24.231808	38.794933
NC_014259	23.699413	38.73207
NC_014758	24.607851	35.753014
NC_014759	24.108446	35.51222
NC_014251	23.87826	39.835415
NC_011369	22.791334	61.530937
NC_014253	23.606852	36.62881
NC_014751	24.32789	23.75051
NC_011365	22.5058	66.37806
NC_014752	23.121464	52.27501
NC_006449	23.796974	39.08144
NC_006448	23.785269	39.091663
NC_014246	22.507187	55.41328
NC_007576	23.473417	41.257607
NC_007575	24.106012	34.461956
NC_014248	23.512974	38.44856
NC_007577	24.127314	31.210495
NC_006840	23.415789	38.952957
NC_011353	23.415257	50.522488
NC_002745	23.974825	32.8435
