acc	quantile	meanTaiLe	costLe	GCLe	meanTaiLa	costLa	GCLa
NC_002928	3	0.4487629	22.307215	0.6885549	0.45583764	22.438908	0.6938162
NC_002928	4	0.46043244	22.417292	0.6919944	0.46764952	22.366352	0.6980762
NC_002928	5	0.4817004	22.526588	0.6969642	0.48861313	22.480658	0.70366776
NC_002927	1	0.39765018	22.715706	0.64790434	0.40796113	22.870121	0.6525057
NC_002927	2	0.43537807	22.385685	0.6819101	0.4440391	22.486643	0.68556154
NC_002927	3	0.44891357	22.33653	0.69064665	0.4566528	22.486319	0.69356436
NC_002927	4	0.4603516	22.396004	0.6942581	0.46853912	22.216282	0.7022054
NC_002927	5	0.48219684	22.487885	0.6979702	0.48870346	22.418856	0.70649505
NC_014497	1	0.2920546	28.084454	0.109448485	0.3002285	27.297441	0.113214634
NC_014497	2	0.31163687	28.251026	0.11263851	0.3169138	27.276653	0.12719665
NC_014497	3	0.32120603	27.64791	0.118722	0.3282835	27.8787	0.11846405
NC_014497	4	0.33234814	27.425465	0.12982182	0.33579108	25.976713	0.16862695
NC_014497	5	0.3483211	26.798746	0.16015083	0.353251	25.79496	0.17452413
NC_014499	1	0.59939307	26.920113	0.1864457	0.60287076	26.936544	0.18116172
NC_014499	2	0.62839943	25.69494	0.21764497	0.63114625	26.217043	0.20472364
NC_014499	3	0.644378	26.10131	0.21191016	0.6445296	25.475338	0.21798876
NC_014499	4	0.6586576	26.06516	0.2036968	0.6628853	26.048712	0.21384929
NC_014499	5	0.68846774	25.555614	0.22142297	0.7033786	25.508286	0.22980447
NC_014498	1	0.2306816	24.758759	0.3990305	0.22425622	25.206528	0.39635482
NC_014498	2	0.2513262	24.170265	0.40379438	0.24797055	24.623022	0.3845063
NC_014498	3	0.26507285	23.835056	0.4030478	0.26218715	24.398638	0.38307545
NC_014498	4	0.28087458	23.424105	0.41136923	0.27664077	23.559874	0.41298774
NC_014498	5	0.3136112	22.888401	0.42058626	0.30612323	23.444487	0.41240835
NC_014494	1	0.21473591	24.647478	0.4041561	0.20952961	24.972088	0.40068543
NC_014494	2	0.23421775	24.173113	0.40254784	0.23198698	24.681152	0.40015185
NC_014494	3	0.2467478	23.870335	0.40112323	0.24631795	24.010468	0.4049337
NC_014494	4	0.26048234	23.482498	0.402456	0.25974378	23.677826	0.41372007
NC_014494	5	0.28878963	23.00352	0.41294965	0.28330675	23.281776	0.4112172
NC_011593	1	0.2691935	23.107906	0.53154075	0.26384622	23.311724	0.5384262
NC_011593	2	0.3064036	22.38701	0.6045376	0.3013577	22.778002	0.5985999
NC_011593	3	0.32057172	22.62444	0.61776185	0.31894612	22.663967	0.61528265
NC_011593	4	0.3315861	22.677286	0.6266143	0.33335117	22.756327	0.6274191
NC_011593	5	0.35197955	22.942072	0.6432492	0.35716292	22.61296	0.6507083
NC_011595	1	0.2174916	24.480656	0.38063428	0.22488144	24.63563	0.3877687
NC_011595	2	0.23867813	24.02055	0.395034	0.24526945	24.286497	0.39222392
NC_011595	3	0.25015804	23.658453	0.40055847	0.25779954	23.870605	0.40219527
NC_011595	4	0.2641719	23.276466	0.4101736	0.27042797	23.298153	0.40605015
NC_011595	5	0.28887463	22.594131	0.42359796	0.29337183	22.92252	0.41721818
NC_002939	1	0.43157637	23.398035	0.55172056	0.44041878	23.47746	0.56838155
NC_002939	2	0.4724469	22.941532	0.6017313	0.48413283	22.969213	0.61116654
NC_002939	3	0.48955783	22.8122	0.620828	0.50201046	23.06389	0.6228817
NC_002939	4	0.504393	22.755867	0.6336109	0.51483095	22.889984	0.63564277
NC_002939	5	0.52626956	22.890907	0.65456307	0.53565985	22.511839	0.646056
NC_002937	1	0.24295312	23.422445	0.5732205	0.24986234	23.261839	0.5877976
NC_002937	2	0.28693533	22.747591	0.6343583	0.2959559	22.77091	0.63928825
NC_002937	3	0.3033599	22.577686	0.6440645	0.31178278	22.620274	0.6467737
NC_002937	4	0.31630805	22.561245	0.6438788	0.32571802	22.625317	0.64648044
NC_002937	5	0.3367386	22.658632	0.6387787	0.3466623	22.674574	0.64412415
NC_002936	1	0.6051112	23.99011	0.46458638	0.60542125	23.922646	0.45574933
NC_002936	2	0.6359087	23.265125	0.48942074	0.63802075	23.332235	0.4900259
NC_002936	3	0.6499047	23.262207	0.50259763	0.6523502	23.055012	0.50106823
NC_002936	4	0.6650937	23.261694	0.51106304	0.6653742	23.08247	0.5112292
NC_002936	5	0.6955102	23.347527	0.52377456	0.6911417	23.252882	0.514832
NC_013316	1	0.27245313	25.007378	0.29368272	0.27093223	25.375494	0.3025458
NC_013316	2	0.2977575	24.300642	0.2925389	0.29467046	24.452015	0.2958998
NC_013316	3	0.31123286	24.012928	0.29739094	0.3076905	24.208586	0.29396296
NC_013316	4	0.32444918	23.7643	0.30298772	0.32070845	24.030535	0.30272117
NC_013316	5	0.34968024	23.368406	0.30935058	0.3468764	24.090004	0.29281148
NC_002935	1	0.31171757	22.734129	0.4965525	0.315058	23.109135	0.49572286
NC_002935	2	0.3445861	22.523035	0.5165805	0.35178962	22.883148	0.5312479
NC_002935	3	0.36780378	22.53482	0.5411938	0.37469548	22.671755	0.5536901
NC_002935	4	0.39257705	22.438179	0.555113	0.39386722	22.91441	0.5689887
NC_002935	5	0.43000472	22.246786	0.5737001	0.4231123	22.605011	0.5855052
NC_014098	1	0.52163225	23.61545	0.5702744	0.51423913	23.68868	0.5577905
NC_014098	2	0.5427173	23.1984	0.5942272	0.536764	23.33814	0.59139556
NC_014098	3	0.55398613	23.16755	0.6017606	0.5489017	23.516207	0.5995537
NC_014098	4	0.56541294	22.964361	0.6062562	0.5603769	23.519138	0.60245436
NC_014098	5	0.5855944	22.758497	0.6128293	0.5814614	23.219599	0.6083347
NC_002932	1	0.431838	23.921785	0.5097995	0.4241861	23.864777	0.5070576
NC_002932	2	0.49447092	23.547977	0.5626087	0.4979202	23.380161	0.5686365
NC_002932	3	0.5178549	23.487062	0.5781874	0.5238533	23.27804	0.58938247
NC_002932	4	0.5366593	23.381454	0.58672583	0.54187846	23.274414	0.59417295
NC_002932	5	0.558669	23.075218	0.60358167	0.565033	23.22839	0.60062015
NC_003155	1	0.4262096	22.25566	0.7034642	0.42167112	22.34483	0.7008046
NC_003155	2	0.4710277	22.074709	0.71943206	0.46574113	22.195284	0.71670794
NC_003155	3	0.48996776	21.943808	0.72119635	0.4843176	22.067541	0.7207458
NC_003155	4	0.5079065	21.866547	0.7161367	0.5000427	21.889973	0.71905726
NC_003155	5	0.5374762	21.580048	0.7018257	0.52951854	21.523232	0.7053352
NC_013315	1	0.27413192	25.104944	0.2845426	0.26849425	25.51118	0.2930835
NC_013315	2	0.30279	24.341293	0.28927073	0.29596534	24.548265	0.2932907
NC_013315	3	0.3185567	23.997322	0.29643652	0.3108789	24.08673	0.2947098
NC_013315	4	0.33358032	23.781439	0.3023778	0.32611558	24.18956	0.2977779
NC_013315	5	0.36188647	23.277811	0.31229672	0.35494646	23.948114	0.29646292
NC_014484	1	0.72407395	23.983166	0.57117844	0.7280813	23.957113	0.58697337
NC_014484	2	0.7645501	23.667326	0.6203214	0.76080555	23.988966	0.61864
NC_014484	3	0.7788636	23.739517	0.62600994	0.7734443	23.604424	0.63255674
NC_014484	4	0.79217553	23.435013	0.63650715	0.78514	23.437515	0.62903845
NC_014484	5	0.8210131	23.207487	0.66081095	0.8113554	23.159485	0.6543678
NC_014483	1	0.31453454	24.134394	0.47085688	0.30654433	24.441692	0.46147552
NC_014483	2	0.34299228	23.803179	0.46984717	0.34147635	23.934238	0.4758162
NC_014483	3	0.3604733	23.630535	0.4702012	0.35867167	23.83572	0.46730644
NC_014483	4	0.3794727	23.332033	0.47515842	0.37677062	23.78273	0.46195033
NC_014483	5	0.4197016	22.962305	0.46502268	0.41378546	23.366999	0.464202
NC_004193	1	0.31012815	24.999952	0.35401845	0.30631226	25.65929	0.35006246
NC_004193	2	0.3395386	24.146135	0.35811284	0.33872348	24.709507	0.35677317
NC_004193	3	0.35740894	23.849209	0.36326706	0.35713902	24.098213	0.35921514
NC_004193	4	0.37589395	23.294811	0.3648897	0.3757481	23.807577	0.36167905
NC_004193	5	0.41587034	22.855625	0.37121007	0.41435075	23.164707	0.3690233
NC_005945	1	0.25264877	25.358944	0.3497387	0.25353706	25.79261	0.34821683
NC_005945	2	0.282452	24.66222	0.3544661	0.28112492	24.565647	0.358452
NC_005945	3	0.30112407	24.13548	0.36131993	0.2987233	24.65	0.35925868
NC_005945	4	0.323773	23.723776	0.36502302	0.31709933	24.248594	0.3567293
NC_005945	5	0.36607108	23.0905	0.37658647	0.35844073	23.488766	0.36486107
NC_014974	1	0.42288187	23.841463	0.62626314	0.4184719	23.69081	0.6235291
NC_014974	2	0.45399565	23.689445	0.6501818	0.4509002	23.537703	0.6554941
NC_014974	3	0.46718618	23.373396	0.6562919	0.46360335	23.231337	0.6557946
NC_014974	4	0.47811645	23.092846	0.66111267	0.47546145	23.150248	0.6617716
NC_014974	5	0.496424	22.73878	0.6678001	0.49344978	22.779154	0.66404796
NC_014973	1	0.276535	23.5253	0.55972666	0.27602616	23.640808	0.54698837
NC_014973	2	0.3028064	22.896366	0.6257451	0.30464655	23.042803	0.6207387
NC_014973	3	0.31340498	22.838467	0.6385254	0.31485477	22.97189	0.6398731
NC_014973	4	0.32148653	22.79	0.6464316	0.32263112	22.956223	0.644181
NC_014973	5	0.33363003	22.803482	0.64021856	0.3347889	22.870094	0.6439737
NC_014976	1	0.2563266	24.581047	0.44534272	0.25623736	24.893047	0.44908604
NC_014976	2	0.2799779	24.048767	0.4494579	0.28106183	24.54099	0.45054227
NC_014976	3	0.29293427	23.704317	0.450237	0.29358113	24.100143	0.4483478
NC_014976	4	0.30787846	23.444971	0.44503844	0.30857491	23.75753	0.44274545
NC_014976	5	0.33610663	23.016674	0.44191718	0.33775014	23.315788	0.43862233
NC_014029	1	0.30590823	23.85585	0.47252265	0.3109327	23.965443	0.4763089
NC_014029	2	0.3287502	23.501575	0.49145296	0.332308	23.53624	0.4890083
NC_014029	3	0.34304065	23.168026	0.4958544	0.34588224	23.290642	0.49559924
NC_014029	4	0.3593821	23.043081	0.5006201	0.36090276	23.117107	0.5017133
NC_014029	5	0.39397606	22.729902	0.4986591	0.389733	23.01154	0.4917269
NC_014970	1	0.45006225	23.646505	0.3863216	0.47325888	23.492676	0.3841515
NC_014970	2	0.46953005	23.422678	0.39058307	0.49694481	22.420477	0.39251086
NC_014970	3	0.48089153	23.143888	0.3912497	0.5078603	22.063068	0.3931575
NC_014970	4	0.49173737	23.1183	0.39008024	0.51872975	21.976192	0.39575598
NC_014970	5	0.5106371	23.136513	0.39013383	0.5339675	22.054102	0.3943102
NC_014972	1	0.46911955	23.532957	0.5099322	0.47489685	23.670055	0.52226305
NC_014972	2	0.49983913	23.015713	0.58985436	0.5032594	23.20223	0.59370536
NC_014972	3	0.5114896	23.119404	0.60988	0.5152558	23.106909	0.61481464
NC_014972	4	0.5220167	22.969204	0.6192947	0.5245544	22.896124	0.6241582
NC_014972	5	0.5364767	23.035028	0.62456936	0.5383644	23.031614	0.6287047
NC_011586	1	0.20771638	24.407467	0.3901475	0.21211807	24.60563	0.3898288
NC_011586	2	0.22847506	23.916172	0.39762154	0.23452312	24.243454	0.3956959
NC_011586	3	0.2399422	23.633034	0.4001488	0.24649519	23.959267	0.3991538
NC_011586	4	0.25265545	23.352547	0.40933824	0.25834417	23.520203	0.40565932
NC_011586	5	0.276164	22.747875	0.42201677	0.28049386	22.907085	0.41810244
NC_014033	1	0.25256634	24.841793	0.41640753	0.26181003	24.686848	0.4463474
NC_014033	2	0.28188077	24.296738	0.4815392	0.29047546	24.315653	0.49283955
NC_014033	3	0.29887697	23.9896	0.495772	0.30767655	23.988781	0.5050743
NC_014033	4	0.3138048	23.806248	0.50555015	0.3240933	23.925648	0.51398087
NC_014033	5	0.33792105	23.487616	0.51300126	0.3457317	23.53911	0.51789117
NC_014032	1	0.73772395	22.471594	0.60079205	0.7358897	22.66203	0.6155003
NC_014032	2	0.78395987	22.226461	0.6577445	0.77633446	22.093237	0.6664078
NC_014032	3	0.80173093	22.255047	0.6728831	0.7920311	22.150934	0.67949766
NC_014032	4	0.8137392	22.081074	0.6832221	0.80368364	22.225163	0.6833274
NC_014032	5	0.8292249	22.091135	0.68912554	0.81830066	22.224356	0.6860067
NC_014965	1	0.17590547	23.791784	0.45423588	0.18711975	24.017344	0.45467633
NC_014965	2	0.19721395	23.56566	0.47060224	0.21092536	23.891907	0.4773365
NC_014965	3	0.21085805	23.316723	0.4807247	0.22497782	23.393852	0.4840182
NC_014965	4	0.22850005	23.24399	0.4805518	0.2406557	23.264381	0.49044508
NC_014965	5	0.26190603	22.835579	0.47681704	0.26810518	23.119877	0.48641503
NC_014964	1	0.314951	24.874794	0.34326416	0.3080488	25.458435	0.33408332
NC_014964	2	0.3381758	23.801931	0.34852895	0.33667207	24.431273	0.3408385
NC_014964	3	0.3494021	24.00047	0.34412274	0.350204	24.03913	0.34555954
NC_014964	4	0.35946023	24.264833	0.34455675	0.3606635	24.382235	0.33908322
NC_014964	5	0.38020426	24.11617	0.3585548	0.3804221	24.177221	0.36112386
NC_014963	1	0.45532855	22.888073	0.54244775	0.45674196	23.197102	0.54469776
NC_014963	2	0.47330055	22.94427	0.5695654	0.47393858	23.039852	0.57336074
NC_014963	3	0.48374993	22.7986	0.58524907	0.48307815	22.900278	0.5894417
NC_014963	4	0.49333072	22.961826	0.5951077	0.49170035	23.012424	0.60166425
NC_014963	5	0.507971	22.804852	0.60460985	0.50522023	22.816013	0.6072583
NC_014039	1	0.5898515	22.317905	0.5967784	0.58688825	22.454315	0.601788
NC_014039	2	0.64750725	22.371878	0.6002499	0.6515173	22.49315	0.60676193
NC_014039	3	0.6769119	22.433321	0.60151654	0.6813049	22.496204	0.61264455
NC_014039	4	0.70464855	22.461588	0.6044013	0.70677793	22.746075	0.61336994
NC_014039	5	0.7405427	22.398752	0.61208415	0.7425648	22.737442	0.6114219
NC_014962	1	0.42054382	22.640762	0.613225	0.420501	22.760712	0.6085725
NC_014962	2	0.43238974	22.415876	0.62885064	0.43265283	22.561487	0.62771803
NC_014962	3	0.43826726	22.387352	0.63411033	0.43813214	22.360601	0.63290036
NC_014962	4	0.4442829	22.497646	0.63658166	0.4437704	22.49838	0.63707286
NC_014962	5	0.45557866	22.734999	0.64432037	0.45569667	22.807867	0.64136755
NC_014960	1	0.45166826	24.245089	0.4721514	0.4480015	24.240757	0.4602366
NC_014960	2	0.4749079	23.675182	0.5157634	0.46953237	23.812428	0.49625963
NC_014960	3	0.49217737	23.570312	0.55619717	0.48716852	23.48283	0.5374336
NC_014960	4	0.50929207	23.416372	0.5846877	0.5053545	23.672022	0.5726468
NC_014960	5	0.53429276	23.247164	0.6253062	0.5262058	23.360472	0.6138886
NC_014034	1	0.24719706	22.655653	0.63837534	0.25066286	22.534857	0.6550992
NC_014034	2	0.26800275	22.551836	0.6613124	0.27034116	22.430706	0.67098516
NC_014034	3	0.27662075	22.284332	0.67230517	0.27821487	22.17981	0.6784246
NC_014034	4	0.2851831	22.227287	0.6794672	0.28576776	22.151459	0.68119216
NC_014034	5	0.30037716	22.453886	0.6811397	0.30179352	22.316149	0.6823047
NC_014041	1	0.3285198	24.491678	0.3749992	0.33517057	24.630291	0.3789081
NC_014041	2	0.34562603	24.267488	0.37265557	0.35340178	24.443092	0.3733505
NC_014041	3	0.35496455	24.212206	0.3735353	0.36259568	24.30754	0.36944366
NC_014041	4	0.3650401	24.072287	0.37373027	0.372251	24.13825	0.36709833
NC_014041	5	0.38783318	23.888144	0.36652648	0.39251202	23.94153	0.36441833
NC_011565	1	0.325487	24.614552	0.33657584	0.33468294	24.438099	0.33100376
NC_011565	2	0.34740257	24.549904	0.34063268	0.35474634	24.8779	0.32801744
NC_011565	3	0.35788712	24.54002	0.3436154	0.36393377	24.638607	0.3369173
NC_011565	4	0.36837697	24.312286	0.34548014	0.37364903	24.512371	0.33820695
NC_011565	5	0.38916746	24.452095	0.3442853	0.39468348	24.57705	0.33576164
NC_011566	1	0.23712257	23.971178	0.43650335	0.24559423	24.214827	0.43551996
NC_011566	2	0.25964287	23.553974	0.43928677	0.2694122	23.61832	0.4379783
NC_011566	3	0.27243182	23.240522	0.43923402	0.2829102	23.281107	0.44214982
NC_011566	4	0.28822824	22.950096	0.44490424	0.29728687	22.909676	0.44924295
NC_011566	5	0.31854302	22.659834	0.4494451	0.3246538	22.805975	0.4518446
NC_014958	1	0.37916267	22.441334	0.6970704	0.38170525	22.451832	0.6800303
NC_014958	2	0.40728506	22.135328	0.7190648	0.41073686	22.130676	0.71661526
NC_014958	3	0.41793606	22.101158	0.71403635	0.4211692	22.170643	0.7148753
NC_014958	4	0.42673862	22.336548	0.70280385	0.4300863	22.193651	0.70789665
NC_014958	5	0.43966597	22.354412	0.68923354	0.44320273	22.10346	0.6968269
NC_011567	1	0.2775359	25.281013	0.41716933	0.27933583	25.484577	0.4186778
NC_011567	2	0.30997452	24.5255	0.42336723	0.31021607	25.082453	0.4123722
NC_011567	3	0.32828197	24.257053	0.42004502	0.33135465	24.834753	0.40734202
NC_011567	4	0.34794918	23.76273	0.42397088	0.35021597	24.18403	0.42213336
NC_011567	5	0.38663608	23.179426	0.42805243	0.39157215	23.732975	0.41860735
NC_003197	1	0.30130655	24.169285	0.4873087	0.30923456	24.227865	0.49411118
NC_003197	2	0.33359757	23.462831	0.533391	0.342587	23.782562	0.53036976
NC_003197	3	0.35287195	23.210835	0.5446611	0.36099777	23.508963	0.54513276
NC_003197	4	0.37373954	23.153496	0.54876775	0.37979713	23.201574	0.54692584
NC_003197	5	0.4157714	22.83925	0.5491832	0.4148042	23.069702	0.5456123
NC_003198	1	0.31523266	24.27064	0.48052165	0.32654917	24.332434	0.47856084
NC_003198	2	0.3532774	23.559038	0.5289256	0.3642739	23.700865	0.535488
NC_003198	3	0.3741461	23.289072	0.54464	0.38423502	23.437426	0.54430205
NC_003198	4	0.3956957	23.176317	0.54818034	0.4037549	23.248127	0.5491817
NC_003198	5	0.43864834	22.849644	0.54936665	0.43922788	22.914173	0.54922235
NC_014448	1	0.50464654	25.69403	0.2454142	0.50133085	25.508102	0.24801752
NC_014448	2	0.5324978	24.675314	0.25641936	0.52930474	24.912693	0.24937408
NC_014448	3	0.54669064	24.14071	0.26474807	0.54412067	24.933456	0.25046146
NC_014448	4	0.5605344	23.773155	0.27211955	0.55771846	24.129179	0.27271903
NC_014448	5	0.587758	23.354551	0.28758222	0.5802446	22.651339	0.29423043
NC_010729	1	0.21689947	24.397932	0.47574142	0.2205925	24.250372	0.48886475
NC_010729	2	0.24643366	24.124094	0.48588088	0.24746841	24.08136	0.49396816
NC_010729	3	0.25831613	24.043558	0.48529854	0.26127744	23.90983	0.49947748
NC_010729	4	0.27264735	23.817524	0.4984051	0.27450418	23.553818	0.5072413
NC_010729	5	0.29643857	23.28929	0.5030454	0.3000329	23.551025	0.5094323
NC_011134	1	0.21614917	24.298437	0.43092805	0.2215465	24.510277	0.41069648
NC_011134	2	0.23318903	24.014862	0.4301288	0.23961775	24.173471	0.42143184
NC_011134	3	0.24323751	23.609934	0.42949525	0.25017488	24.137243	0.42034864
NC_011134	4	0.25428545	23.40054	0.426645	0.2610755	23.566015	0.41923517
NC_011134	5	0.28186423	22.853466	0.42801255	0.28141195	22.936066	0.42046824
NC_015520	1	0.36443034	24.470314	0.40870696	0.36136645	24.41474	0.42106292
NC_015520	2	0.3925571	23.939571	0.43038538	0.38926443	23.955153	0.4333987
NC_015520	3	0.4088492	23.796051	0.43925908	0.40488672	23.781927	0.43834043
NC_015520	4	0.425512	23.596748	0.4517804	0.42310646	23.670828	0.45029846
NC_015520	5	0.45489952	23.364456	0.4716755	0.45041975	23.414604	0.47690836
NC_010723	1	0.3195873	24.973646	0.267147	0.3080569	25.276428	0.26496065
NC_010723	2	0.35080934	24.15793	0.27747306	0.33668455	24.55181	0.27126637
NC_010723	3	0.3660125	24.022747	0.2826039	0.35138342	24.262249	0.26923078
NC_010723	4	0.38097197	23.74432	0.29175833	0.3684813	24.083271	0.27555904
NC_010723	5	0.41331732	23.40762	0.30485135	0.3940587	23.811438	0.28851542
NC_014935	1	0.40649265	24.271711	0.48442578	0.41823894	24.45615	0.45410305
NC_014935	2	0.42982855	23.774878	0.55171686	0.45200938	24.151054	0.54749477
NC_014935	3	0.44040197	23.82769	0.56817293	0.46379343	24.238586	0.5648492
NC_014935	4	0.44966882	23.783894	0.5708749	0.47390905	23.883032	0.5832398
NC_014935	5	0.46703592	23.666046	0.57475024	0.49009123	24.144083	0.5854461
NC_012988	1	0.16295421	22.433886	0.65773547	0.16330492	22.355604	0.65703434
NC_012988	2	0.18613517	22.151628	0.69087833	0.18545562	22.33452	0.6907702
NC_012988	3	0.19425182	22.073452	0.70209223	0.19349858	22.030317	0.7025738
NC_012988	4	0.20053847	22.053373	0.699747	0.20005709	22.013311	0.7012284
NC_012988	5	0.21052808	22.258436	0.6942349	0.2101279	22.300095	0.693439
NC_014934	1	0.16611895	24.205366	0.34098738	0.17170633	24.15106	0.3385169
NC_014934	2	0.17477886	23.999283	0.34466472	0.18116882	24.35177	0.3417485
NC_014934	3	0.1802133	24.232807	0.3449681	0.18665133	24.422558	0.34256777
NC_014934	4	0.18593358	24.039305	0.34630412	0.1924653	24.13558	0.343223
NC_014934	5	0.19833952	23.650583	0.34895688	0.20326859	23.743223	0.34736434
NC_014933	1	0.23007719	24.94165	0.39489305	0.23803148	24.662315	0.41303155
NC_014933	2	0.25177607	24.443544	0.43439737	0.26016375	24.274828	0.4498912
NC_014933	3	0.2633198	24.113132	0.45207608	0.27287778	24.022522	0.47275496
NC_014933	4	0.2739791	24.029469	0.4679501	0.28549638	23.925865	0.4888795
NC_014933	5	0.29233274	23.745071	0.4824857	0.30548614	23.704073	0.50240225
NC_010725	1	0.2042276	22.424805	0.67455983	0.20174141	22.2411	0.68247086
NC_010725	2	0.22278509	22.096973	0.7078779	0.22194111	22.155472	0.7074694
NC_010725	3	0.22995618	22.111225	0.710639	0.22893709	22.074448	0.70915246
NC_010725	4	0.23586579	22.047495	0.7069641	0.23508103	21.988827	0.71056455
NC_010725	5	0.24568659	22.077291	0.698344	0.24543622	22.152493	0.70008826
NC_014931	1	0.38443848	22.227865	0.6417588	0.386712	22.44165	0.6435274
NC_014931	2	0.41854927	22.318197	0.6718384	0.42138287	22.486223	0.6751888
NC_014931	3	0.43101448	22.480167	0.67595184	0.43355533	22.545187	0.6794579
NC_014931	4	0.44143176	22.570366	0.67825043	0.44433212	22.690117	0.6817581
NC_014931	5	0.4581614	22.877542	0.6802705	0.46003965	22.999332	0.6852144
NC_012982	1	0.3095227	23.065622	0.4598313	0.33858326	23.279032	0.45573696
NC_012982	2	0.3342727	22.987568	0.45626333	0.36664423	23.06228	0.45577094
NC_012982	3	0.34771687	22.927025	0.45629227	0.38130814	22.897583	0.45840093
NC_012982	4	0.36044252	22.777142	0.45914993	0.3937857	22.847872	0.46834764
NC_012982	5	0.38302964	22.4027	0.4606235	0.41459748	22.547937	0.47129026
NC_014932	1	0.32586837	23.952194	0.37909523	0.33440858	23.9688	0.36607036
NC_014932	2	0.35088265	23.75173	0.3750487	0.36347008	24.175905	0.365586
NC_014932	3	0.36276203	23.566793	0.37654018	0.3777529	24.098597	0.3695237
NC_014932	4	0.37473077	23.363836	0.3823539	0.3901122	23.912659	0.36946133
NC_014932	5	0.39518502	23.317053	0.38142914	0.41119054	23.801886	0.37761924
NC_012985	1	0.21575421	23.923666	0.38635266	0.22679816	24.409502	0.3737654
NC_012985	2	0.23550886	24.037706	0.3816934	0.24730836	24.05006	0.37428638
NC_012985	3	0.24484842	23.86261	0.3782668	0.25644177	24.114437	0.3643784
NC_012985	4	0.2542454	23.883938	0.37472224	0.26465747	24.061138	0.37320065
NC_012985	5	0.27113587	24.049597	0.3795057	0.28192934	23.888098	0.37597492
NC_012984	1	0.28269437	24.072437	0.4512076	0.29304427	24.385176	0.45455042
NC_012984	2	0.30879772	23.725151	0.45909715	0.31813678	24.235123	0.45833245
NC_012984	3	0.3232203	23.35173	0.46068498	0.3322226	23.377588	0.46913227
NC_012984	4	0.33771488	22.876926	0.46215674	0.34549034	23.470488	0.46440852
NC_012984	5	0.362267	22.914068	0.45114836	0.36398306	23.342827	0.46537983
NC_002488	1	0.42036024	23.90787	0.4813176	0.41911602	23.827589	0.48607972
NC_002488	2	0.46823567	23.37886	0.51160794	0.47173536	23.284857	0.5178149
NC_002488	3	0.48999095	23.00664	0.5331583	0.49696937	23.09982	0.5351333
NC_002488	4	0.50806415	23.04948	0.54435253	0.5173308	22.923542	0.5570822
NC_002488	5	0.53919727	22.64218	0.5879504	0.5438186	22.764889	0.5634548
NC_011138	1	0.20566145	23.730862	0.4466386	0.20548324	23.668276	0.44035277
NC_011138	2	0.22135277	23.285866	0.4527688	0.22184929	23.439425	0.4492944
NC_011138	3	0.22900696	23.088482	0.46120742	0.22991239	23.43648	0.4558134
NC_011138	4	0.23731183	23.023783	0.4646891	0.23799373	23.223595	0.46345782
NC_011138	5	0.253672	22.760221	0.4675218	0.2534303	22.938326	0.46872577
NC_009802	1	0.2669265	25.20728	0.34675902	0.27086017	25.197622	0.36812565
NC_009802	2	0.29055563	24.417795	0.38754869	0.29461932	24.322712	0.40628603
NC_009802	3	0.302506	23.619766	0.41115564	0.30584666	23.89711	0.40373534
NC_009802	4	0.31480703	23.480017	0.41805348	0.31819168	23.608015	0.42072368
NC_009802	5	0.33377904	23.261784	0.42675665	0.34011698	23.498205	0.4286046
NC_009801	1	0.30451423	24.158377	0.4746569	0.3080882	24.250444	0.47198159
NC_009801	2	0.34146342	23.581144	0.51553893	0.34410504	23.724297	0.50834775
NC_009801	3	0.3632013	23.308695	0.53033054	0.3650283	23.45661	0.5242386
NC_009801	4	0.38442558	23.314104	0.5314978	0.38588214	23.29034	0.5291408
NC_009801	5	0.42329296	22.852318	0.5337712	0.4186439	23.086206	0.5306265
NC_009800	1	0.25242227	23.962631	0.4800327	0.2560663	24.300213	0.47346944
NC_009800	2	0.2847442	23.584347	0.51823825	0.286978	23.68286	0.5155178
NC_009800	3	0.30394638	23.224152	0.5311085	0.30493918	23.536718	0.52486044
NC_009800	4	0.32328683	23.285505	0.52934617	0.3244189	23.223148	0.5305667
NC_009800	5	0.36148292	22.819122	0.5347898	0.35559645	23.131697	0.53239894
NC_015514	1	0.74929076	21.458942	0.7475466	0.7405268	21.544601	0.7495714
NC_015514	2	0.79959905	21.453035	0.7522574	0.7946161	21.625443	0.7542978
NC_015514	3	0.81416917	21.55943	0.74545336	0.8101235	21.521164	0.75526965
NC_015514	4	0.82486176	21.41415	0.74633026	0.8212471	21.648949	0.7495062
NC_015514	5	0.83924115	21.47198	0.7432674	0.83659464	21.544552	0.7446831
NC_011144	1	0.6436721	21.881353	0.70860624	0.64598304	21.895119	0.7107517
NC_011144	2	0.6921195	22.176565	0.71709293	0.6928372	22.256544	0.7201738
NC_011144	3	0.7105983	22.160475	0.7170773	0.70996857	22.27248	0.7199468
NC_011144	4	0.7260145	22.124756	0.7177121	0.7253079	22.11217	0.7219058
NC_011144	5	0.7567392	22.655622	0.72225785	0.75455636	22.596085	0.72578037
NC_011147	1	0.28543958	24.12984	0.49292123	0.28776917	24.110012	0.4970873
NC_011147	2	0.31584212	23.414017	0.5356293	0.32084584	23.675856	0.5324795
NC_011147	3	0.33394027	23.322115	0.5424072	0.33824015	23.347681	0.54532504
NC_011147	4	0.35372153	23.213217	0.54812014	0.35579905	23.366602	0.54566056
NC_011147	5	0.39139313	22.875975	0.5459123	0.38788596	23.124382	0.5439973
