acc	quantile	meanTaiLe	ATle1	GCle1	ATle2	GCle2	ATle4	GCle4	meanTaiLa	ATla1	GCla1	ATla2	GCla2	ATla4	GCla4
NC_011145	4	0.5843171	-0.00027039956	0.15905148	-0.27251044	-0.30344677	0.034337033	0.033400755	0.5816526	-0.030175438	0.13778311	-0.3045045	-0.34074757	0.052287582	0.008082885
NC_011145	5	0.595848	-0.05542038	0.15532786	-0.18674211	-0.31861174	0.07790549	0.09551119	0.59253883	-0.07151472	0.13983777	-0.26748058	-0.34901923	0.04363002	0.05783759
NC_011146	1	0.28374743	0.1073775	0.15863909	-0.09995978	-0.26425156	-0.19227444	-0.09478772	0.2851176	0.1240578	0.15139654	-0.0072977482	-0.27189037	-0.06363428	-0.103317045
NC_011146	2	0.30140007	0.07915934	0.1761938	0.013918683	-0.2725678	-0.18423197	-0.07828616	0.30260506	0.10530707	0.15650506	0.09661421	-0.27128628	-0.075053304	-0.098317005
NC_011146	3	0.3089482	0.0775247	0.18743114	0.075077206	-0.25158828	-0.22330564	-0.07750956	0.3104964	0.09693419	0.15999067	0.17113665	-0.28657258	-0.061736267	-0.115661964
NC_011146	4	0.31556657	0.083155975	0.19123739	0.15276086	-0.23399517	-0.21601345	-0.10951523	0.31721213	0.08723187	0.17384167	0.24207723	-0.2875098	-0.06298142	-0.12967731
NC_011146	5	0.32739133	0.09572248	0.20013316	0.24918911	-0.24729785	-0.2061615	-0.17612182	0.32966548	0.094753705	0.18732917	0.3331656	-0.27904814	-0.038443286	-0.1630236
NC_014926	1	0.39307207	0.10662173	0.20428163	0.12340326	0.09484235	-0.47304237	-0.28932607	0.40869084	0.13422202	0.2160289	0.3870398	-0.03205047	-0.087466866	-0.20912679
NC_014926	2	0.41661924	0.0638761	0.19541912	0.13695979	0.008325718	-0.47316015	-0.3033194	0.43131134	0.14090548	0.21671176	0.46471348	-0.075896434	0.035552558	-0.2153127
NC_014926	3	0.42790285	0.053515397	0.19034076	0.20403494	-0.057299305	-0.43642554	-0.32257488	0.44425443	0.09374073	0.20128627	0.46497905	-0.15162015	0.04373338	-0.21491152
NC_014926	4	0.4387957	0.0498301	0.20107105	0.22657658	-0.05687971	-0.40064713	-0.32381397	0.45702446	0.1265368	0.2122221	0.5228135	-0.1412212	0.101265825	-0.24714066
NC_014926	5	0.46012366	0.08878648	0.20234393	0.34955338	-0.08925167	-0.31679606	-0.39402333	0.4799407	0.13492732	0.20850834	0.57863104	-0.21345694	0.14304607	-0.2664169
NC_014923	1	0.488435	0.055488795	0.1711291	-0.19385281	-0.32797623	-0.13301289	-0.09620512	0.48353556	0.042918563	0.16118933	-0.18759944	-0.34684083	-0.10387825	-0.10842521
NC_014923	2	0.53291196	0.038779773	0.17428686	-0.25545397	-0.35485333	-0.19970837	-0.11962664	0.5305745	0.04350406	0.16273321	-0.2416268	-0.36786118	-0.1697439	-0.13377911
NC_014923	3	0.5499667	0.06207464	0.17314717	-0.2261348	-0.32082993	-0.22899199	-0.13537537	0.54868984	0.0528894	0.1571016	-0.20477739	-0.33942714	-0.20890433	-0.14984748
NC_014923	4	0.56311375	0.073352076	0.16858484	-0.23410252	-0.3099079	-0.2578293	-0.13120651	0.5616847	0.063489236	0.1642305	-0.21150939	-0.32763213	-0.22039965	-0.15419206
NC_014923	5	0.5817096	0.061270658	0.16043565	-0.22484104	-0.30265027	-0.1927616	-0.09597159	0.5809749	0.059227906	0.15547523	-0.19796433	-0.31958506	-0.19505319	-0.12958647
NC_014922	1	0.273429	0.090072565	0.14508055	-0.16673175	-0.12695758	-0.1506957	0.13086882	0.27844813	0.13841616	0.14041409	-0.13586468	-0.30200374	-0.09492827	-0.033361606
NC_014922	2	0.30167347	0.13963944	0.15818697	-0.13416865	-0.13370055	-0.16267093	0.09202186	0.30376038	0.1597585	0.12870055	-0.08490959	-0.30799162	-0.1022171	-0.085006066
NC_014922	3	0.31795904	0.14497101	0.16532679	-0.10972578	-0.12505016	-0.13910252	0.05784939	0.31974372	0.17109965	0.13476647	-0.07127952	-0.3091837	-0.062394798	-0.078278325
NC_014922	4	0.33958116	0.18885009	0.18494357	-0.05277707	-0.18107344	-0.14656189	0.028666666	0.33882782	0.19049497	0.15680918	-0.03420055	-0.32334343	-0.116443016	-0.08075221
NC_014922	5	0.3824727	0.19906455	0.20533502	0.08185118	-0.45296818	-0.19520748	-0.015673017	0.37506974	0.20032038	0.18695693	0.052543785	-0.51304346	-0.16447823	-0.12636165
NC_012997	1	0.3642517	0.09876264	0.19648801	-0.23115762	-0.11661668	-0.19574468	0.13026078	0.38693187	0.12872928	0.12372768	-0.12577319	-0.32297316	-0.031360134	-0.05307384
NC_012997	2	0.38353524	0.08884868	0.18130118	-0.26237676	-0.20769231	-0.19351977	0.090491086	0.4080146	0.12862329	0.1261036	-0.096912794	-0.4164925	-0.019535763	-0.109560184
NC_012997	3	0.39327502	0.100364126	0.18387501	-0.25898173	-0.2542978	-0.19884366	0.057893284	0.4176401	0.13108902	0.13163993	-0.105342366	-0.43206367	0.0013105052	-0.13636999
NC_012997	4	0.40260214	0.110063784	0.19408496	-0.25164917	-0.3006926	-0.19660218	0.025499567	0.42600256	0.13552777	0.13587593	-0.111616194	-0.474954	-0.0006809206	-0.16564475
NC_012997	5	0.4200605	0.13923976	0.20906177	-0.17145158	-0.37638497	-0.24561702	-0.041250758	0.4417433	0.15563877	0.17033875	-0.07181306	-0.5325412	-0.028534787	-0.22233196
NC_014925	1	0.3183486	0.08363567	0.16729885	-0.16272196	-0.1318426	0.009008197	0.22537076	0.32112622	0.049475674	0.09013086	-0.16636957	-0.3524063	-0.031625144	-0.063838996
NC_014925	2	0.35002744	0.14372501	0.17083426	-0.12014533	-0.1320678	0.011535401	0.24315678	0.35306036	0.11989205	0.1114074	-0.13207768	-0.36454147	-0.03736356	-0.0065557235
NC_014925	3	0.3705686	0.18963607	0.18190153	-0.06621862	-0.16729935	0.004604953	0.22226939	0.3718671	0.16239204	0.111409314	-0.08870657	-0.33216107	-0.030746417	-0.039659575
NC_014925	4	0.39298156	0.22185235	0.1944827	-0.01937176	-0.23717381	0.00033967392	0.22972716	0.3904644	0.22048256	0.12789905	-0.026233425	-0.40574375	-0.008308226	-0.03921211
NC_014925	5	0.44068992	0.25284785	0.2161997	0.11578753	-0.45989388	-0.03155278	0.2010567	0.4294767	0.25633505	0.1504813	0.07465125	-0.5462422	-0.030203186	-0.011571842
NC_014924	1	0.5009909	0.05825553	0.17609684	-0.20460916	-0.3727875	-0.1311945	-0.05895275	0.5047609	0.054565985	0.1491804	-0.16726944	-0.45220527	-0.037570305	-0.115749195
NC_014924	2	0.5427254	0.062380455	0.18326972	-0.20841794	-0.41199785	-0.28640974	-0.083014935	0.5441616	0.066695236	0.16594659	-0.15483062	-0.44350928	-0.1578324	-0.12957425
NC_014924	3	0.55601245	0.0668417	0.18153748	-0.16148713	-0.38392422	-0.29187027	-0.07065054	0.55748266	0.062313296	0.16423663	-0.06347116	-0.42363778	-0.16209476	-0.115007855
NC_014924	4	0.5679144	0.04344026	0.18292838	-0.12412723	-0.3822316	-0.32704672	-0.068570025	0.5689347	0.0478784	0.1663136	-0.03725094	-0.41658977	-0.21234992	-0.11399736
NC_014924	5	0.5901003	-0.065095544	0.20156994	-0.16016307	-0.45656657	-0.3063554	-0.0061332393	0.5913082	-0.06913527	0.1800775	-0.051789794	-0.4904828	-0.14072971	-0.042368554
NC_014920	1	0.2801057	0.08339158	0.14301129	-0.17175557	-0.17399618	-0.13960892	0.106732346	0.28471437	0.10487889	0.13906169	-0.14421552	-0.23683776	-0.11018674	0.010299324
NC_014920	2	0.30793783	0.1358694	0.14910787	-0.13601772	-0.15928976	-0.16222362	0.0659698	0.310708	0.17229776	0.14701359	-0.092056096	-0.28644648	-0.10365568	-0.038208503
NC_014920	3	0.324858	0.15892027	0.15747854	-0.103122115	-0.16959849	-0.12242542	0.024480797	0.3265278	0.16349243	0.1429157	-0.07754659	-0.29188308	-0.07903643	-0.06293535
NC_014920	4	0.34656635	0.195016	0.1799028	-0.04575576	-0.24707736	-0.14537007	-0.012591816	0.34520915	0.17615362	0.15972501	-0.0346542	-0.2777778	-0.11641572	-0.05150673
NC_014920	5	0.3904317	0.19979014	0.20386186	0.08961645	-0.45310435	-0.20062172	-0.0247382	0.38237756	0.20893729	0.19055523	0.050617173	-0.5178297	-0.15165968	-0.13275914
NC_014921	1	0.36371663	0.20570162	0.19435361	-0.10081415	-0.32012013	-0.09482289	-0.22284645	0.35942644	0.22685608	0.20223549	-0.09414446	-0.3306288	-0.058373205	-0.04719764
NC_014921	2	0.38084614	0.25273955	0.2192944	-0.030835923	-0.37246963	-0.13039944	-0.3235725	0.3797053	0.25284174	0.22927468	-0.04421632	-0.25243005	-0.12101733	-0.09416196
NC_014921	3	0.3912822	0.26112327	0.19932544	-0.0005996552	-0.41830623	-0.14262626	-0.3119777	0.38896495	0.28081337	0.22825207	-0.010272968	-0.31283677	-0.1389427	-0.1694725
NC_014921	4	0.4030613	0.25780934	0.2113989	0.07733333	-0.53051084	-0.18363771	-0.39767283	0.39777786	0.28837976	0.20932944	0.046644703	-0.47609022	-0.15927711	-0.33408073
NC_014921	5	0.42506704	0.2681609	0.20136848	0.19728753	-0.6579439	-0.17378189	-0.49288487	0.42084524	0.277683	0.22101356	0.1841087	-0.6045997	-0.13950728	-0.47024953
NC_010001	1	0.365281	0.12615846	0.24802965	-0.16267663	-0.030488456	0.044355795	0.1572222	0.35378298	0.10919636	0.15575048	-0.18016642	-0.27048412	-0.042947702	-0.19133574
NC_010001	2	0.39420876	0.162252	0.2532792	-0.14542672	0.014541957	0.0452306	0.14301583	0.38224044	0.14545108	0.15675856	-0.17353533	-0.22836621	-0.04973545	-0.17668034
NC_010001	3	0.41150084	0.18112205	0.25705785	-0.1269734	0.041883558	0.05218481	0.12220039	0.3994686	0.17116189	0.18330112	-0.15170012	-0.19740231	-0.04483627	-0.17811447
NC_010001	4	0.4302248	0.20646445	0.25447667	-0.11152033	0.078076065	0.04787925	0.09845658	0.41567263	0.17186658	0.19642189	-0.12794915	-0.17516732	-0.04973051	-0.24704638
NC_010001	5	0.4668695	0.23066893	0.2571247	-0.070204034	0.07460589	0.0030379896	-0.004215224	0.44820663	0.21777421	0.21114388	-0.09654975	-0.15598886	-0.09620049	-0.30132708
NC_015125	1	0.67726046	-0.018434132	0.15129063	-0.2300911	-0.41901827	-0.11936759	-0.086936675	0.66990775	0.007636533	0.13085651	-0.17057367	-0.4681153	0.008936755	-0.15690376
NC_015125	2	0.7463804	-0.028170135	0.13910095	-0.29994264	-0.41686454	-0.20982236	-0.12135073	0.7388023	-0.029799793	0.12870124	-0.1759962	-0.47507474	-0.07965321	-0.1705941
NC_015125	3	0.77201617	-0.022758521	0.13549401	-0.2952772	-0.41262484	-0.26938432	-0.13578244	0.7650644	-0.0061666057	0.12832762	-0.19205298	-0.43024117	-0.13165829	-0.18512903
NC_015125	4	0.79126847	0.021543806	0.14001	-0.27314284	-0.35829872	-0.34437162	-0.15020834	0.7866224	-0.018663744	0.12741414	-0.1862985	-0.43202525	-0.17990613	-0.17842299
NC_015125	5	0.810604	0.016430791	0.12509511	-0.2134609	-0.33411443	-0.3293631	-0.11477625	0.80776167	0.014141023	0.12566847	-0.13099632	-0.3629136	-0.20303605	-0.16909432
NC_010002	1	0.34370953	0.091637835	0.14582665	-0.218286	-0.2929603	-0.07017111	-0.04540555	0.3411018	0.097305834	0.11340017	-0.1643645	-0.32189032	0.011094147	-0.09527603
NC_010002	2	0.39657465	0.04424289	0.14709893	-0.30540526	-0.35597044	-0.12302647	-0.053032167	0.39270163	0.07293737	0.11377419	-0.2021858	-0.38850677	0.017738903	-0.101668715
NC_010002	3	0.4164931	0.044352964	0.15710829	-0.28603846	-0.37505743	-0.1534495	-0.06823346	0.4138218	0.06184361	0.12706712	-0.19323128	-0.40176123	0.041598696	-0.11325742
NC_010002	4	0.43336776	0.045839265	0.16732693	-0.2515633	-0.38590434	-0.17658012	-0.09449576	0.43218747	0.04526603	0.15406781	-0.16771874	-0.42383954	0.052340906	-0.12101336
NC_010002	5	0.46170214	0.06490814	0.20148605	-0.048334114	-0.3821834	-0.33826843	-0.13729419	0.46019393	0.06234904	0.180593	-0.028645352	-0.41665712	-0.08718502	-0.16302843
NC_010003	1	0.38661465	0.055212114	0.2249908	-0.0814797	-0.12008951	-0.11809191	-0.017765496	0.38265717	0.050423626	0.20051165	-0.09038674	-0.21210492	-0.077335715	-0.10667272
NC_010003	2	0.40598676	0.18572244	0.25424072	-0.0055300402	-0.09960385	-0.08626461	-0.066209264	0.40182677	0.15308492	0.23703991	-0.00034621244	-0.15527691	-0.071217	-0.083302066
NC_010003	3	0.41505554	0.2042862	0.2624416	0.041801542	-0.088314004	-0.07284768	-0.036532328	0.4129425	0.20728412	0.24768947	0.03886018	-0.15797944	-0.05735544	-0.122280814
NC_010003	4	0.4241329	0.21010768	0.28313768	0.06864025	-0.08498744	-0.05448718	-0.061450884	0.42199865	0.2155676	0.2687439	0.06948424	-0.1610587	-0.03887689	-0.09757259
NC_010003	5	0.43999368	0.22347318	0.29590568	0.09610176	-0.07420853	-0.016893802	-0.043408874	0.43953443	0.2220684	0.27838472	0.09436543	-0.13417952	-0.022178087	-0.14270444
NC_010730	1	0.26184466	0.12796012	0.23506661	-0.055377916	-0.13083228	-0.038724374	-0.0062402496	0.26373315	0.09145845	0.22085874	-0.07532935	-0.08559389	-0.064404525	0.0062593143
NC_010730	2	0.27804878	0.17376621	0.23878857	0.018518519	-0.09684156	0.007055378	-0.0051746443	0.27995405	0.17538325	0.24346839	0.030358786	-0.11135266	0.020288438	-0.04863222
NC_010730	3	0.28724083	0.20553665	0.25386283	0.06837663	-0.11738484	0.046068832	-0.046042733	0.28880292	0.18850099	0.24871811	0.09277367	-0.11231675	0.03901669	-0.06521739
NC_010730	4	0.29622775	0.21496968	0.24247283	0.14458814	-0.123237595	0.085992426	-0.091282055	0.2981213	0.21892264	0.2624727	0.13744903	-0.15267728	0.09345903	-0.076063335
NC_010730	5	0.31473237	0.25005043	0.24466419	0.21292096	-0.13311122	0.090324655	-0.12560856	0.32354218	0.24823898	0.2632337	0.27620506	-0.13522163	0.067681044	-0.052011777
NC_011149	1	0.29483256	0.056585915	0.1562445	-0.25815454	-0.24133953	-0.15922712	0.18971083	0.30247977	0.062511735	0.10894652	-0.20967668	-0.39860564	-0.06218767	0.02596604
NC_011149	2	0.33153084	0.07973449	0.16411065	-0.2731974	-0.3131704	-0.18821228	0.18527861	0.33919102	0.06640353	0.123251066	-0.19743489	-0.4069835	-0.1364404	0.044551317
NC_011149	3	0.35120183	0.092947006	0.16888373	-0.23021479	-0.31459638	-0.23130888	0.18425661	0.35889328	0.0894378	0.13778453	-0.20729917	-0.41707894	-0.1913322	0.025480121
NC_011149	4	0.37258396	0.11747827	0.1887642	-0.18844758	-0.35493714	-0.28662318	0.1549391	0.37762186	0.12643437	0.1601327	-0.1343801	-0.42997423	-0.237859	0.01093213
NC_011149	5	0.4147755	0.16064739	0.21516302	-0.022363372	-0.42940572	-0.46795434	0.109421685	0.41344213	0.16270246	0.19407743	-0.019557668	-0.47176546	-0.35568032	-0.010963063
NC_015519	1	0.3048038	0.08767774	0.23658365	-0.104790546	-0.111526825	-0.038789082	-0.0154069	0.30126274	0.03422844	0.18167202	-0.16549447	-0.22237197	-0.10529938	-0.20209974
NC_015519	2	0.3277432	0.17143841	0.24895595	-0.047878865	-0.06423694	-0.048026994	-0.052926708	0.32576132	0.1311363	0.19681668	-0.10006981	-0.13257575	-0.11336165	-0.18968442
NC_015519	3	0.34115174	0.19928327	0.2555889	-0.035722133	-0.063427396	-0.022938501	-0.052034333	0.33841518	0.18393332	0.20491838	-0.07862199	-0.12951617	-0.08107375	-0.24019735
NC_015519	4	0.35376245	0.21256842	0.26082677	-0.0032550336	-0.05759932	0.0048042843	-0.069829375	0.35134676	0.20056862	0.21952885	-0.052122384	-0.04817057	-0.08797926	-0.17400135
NC_015519	5	0.3817909	0.24705017	0.28059787	0.040837698	-0.04544507	0.024904456	-0.096567646	0.37669122	0.23016894	0.224321	-0.040333796	-0.093051806	-0.06253948	-0.1747953
NC_015518	1	0.35633248	0.08696682	0.22586371	-0.070609674	-0.1536768	-0.009028728	-0.07178394	0.3549966	0.10116013	0.2192519	-0.05928094	-0.17336802	0.0030943786	-0.08009024
NC_015518	2	0.37393874	0.109220065	0.23421726	-0.023801245	-0.09771031	-0.0035728463	-0.07877377	0.37551618	0.121368706	0.24181105	0.009658683	-0.13316187	0.011407552	-0.055444755
NC_015518	3	0.3843855	0.1532419	0.27055666	0.06255367	-0.0620461	-0.005104882	-0.08298999	0.38656402	0.14869313	0.2759734	0.064812034	-0.08654327	0.033420805	-0.05787234
NC_015518	4	0.3957725	0.15979709	0.2765778	0.08543015	-0.034965035	0.014738285	-0.05838116	0.3971935	0.15483975	0.28659096	0.08444844	-0.061901618	0.04997254	-0.060121108
NC_015518	5	0.4188319	0.16833624	0.28501424	0.11685889	0.018579235	-0.0069612367	-0.08884344	0.42063925	0.18681546	0.29619157	0.15216435	0.017310252	0.030436916	-0.046194926
NC_002491	1	0.50850314	0.103129596	0.17466885	-0.17746718	0.17906553	-0.27753055	0.10617485	0.53264534	0.104551494	0.05717352	-0.11561901	-0.15785825	-0.27409706	-0.11931818
NC_002491	2	0.5278408	0.077744834	0.15841772	-0.1443169	0.07770961	-0.2619028	-0.00086911174	0.5512557	0.108127564	0.02283136	-0.057747755	-0.2663156	-0.1844291	-0.22262289
NC_002491	3	0.53940016	0.07641997	0.15932383	-0.14424181	-0.034209482	-0.20177045	-0.06662135	0.56284255	0.10778618	0.033331554	-0.06547742	-0.34547803	-0.13322091	-0.24839815
NC_002491	4	0.55104357	0.04780011	0.15267812	-0.13556683	-0.12001105	-0.15198147	-0.14377537	0.5742888	0.10160069	0.021907987	0.008436983	-0.414502	-0.085147746	-0.37954628
NC_002491	5	0.5736279	0.08937354	0.1432265	-0.015508248	-0.19585185	-0.114988655	-0.24877127	0.5962383	0.0954304	-0.005295072	0.0704194	-0.50516695	-0.037799824	-0.46946904
NC_003098	1	0.22977352	0.06735873	0.19903599	-0.25137174	0.02878519	-0.14328885	-0.109905496	0.22677313	0.09487921	0.06253705	-0.15385887	-0.29861495	-0.1737346	-0.37219405
NC_003098	2	0.25083873	0.1317965	0.2050449	-0.19867021	0.07223958	-0.16127539	-0.10269514	0.24760364	0.12867121	0.111954674	-0.10593018	-0.2538392	-0.18222839	-0.38532674
NC_003098	3	0.2643914	0.17402686	0.19947308	-0.1763357	0.051297344	-0.1728217	-0.14230327	0.2619416	0.1356295	0.12538226	-0.073977165	-0.27162436	-0.14739744	-0.42451373
NC_003098	4	0.2806318	0.18235715	0.19849274	-0.12730026	-0.03263512	-0.17740631	-0.18328862	0.27717486	0.2109957	0.13141166	-0.01909091	-0.2867054	-0.21968982	-0.4929069
NC_003098	5	0.31413764	0.21929523	0.19870938	0.06555947	-0.20191759	-0.19726579	-0.28225634	0.3070137	0.20832053	0.14945498	0.1163761	-0.43161547	-0.23613621	-0.57374257
NC_015516	1	0.23440404	0.14390726	0.19497263	-0.13268161	-0.10679031	-0.0057765087	-0.0795193	0.23130943	0.1124938	0.13182957	-0.13378437	-0.23465389	-0.03668725	-0.21571429
NC_015516	2	0.25529304	0.17420757	0.19292794	-0.09701745	-0.051303618	0.0011267371	-0.060734004	0.25254038	0.1098719	0.13563555	-0.13958669	-0.17502491	-0.06637004	-0.22416975
NC_015516	3	0.2658319	0.20298085	0.1924898	-0.08255312	-0.00717889	0.01421554	-0.09857566	0.2645855	0.19100887	0.15247914	-0.09139437	-0.12790698	-0.07400275	-0.21208908
NC_015516	4	0.27765226	0.23767023	0.18681252	-0.042717192	0.006565988	0.027946636	-0.075878456	0.27556622	0.20715097	0.15468977	-0.048878204	-0.08532667	-0.031112298	-0.21879895
NC_015516	5	0.29957324	0.26819083	0.19914056	0.027185554	-0.031988874	0.022442615	-0.11774786	0.29474166	0.2536456	0.17593798	0.005912495	-0.07489786	0.025430681	-0.22737306
NC_004842	1	0.4848188	0.05516093	0.2709811	-0.17097235	-0.101688646	-0.26143515	0.14758763	0.50222534	0.086362004	0.22151339	-0.087388985	-0.16020507	0.0060276105	0.062455893
NC_004842	2	0.51228327	0.05589344	0.26425755	-0.16749412	-0.1196415	-0.22830282	0.14232804	0.52679354	0.11883803	0.17750089	-0.08353331	-0.19917355	0.060243815	0.037727274
NC_004842	3	0.52366304	0.034175407	0.26625472	-0.19848247	-0.14808773	-0.20957129	0.11759753	0.54035676	0.14260224	0.21034433	-0.09299222	-0.20759194	0.05738476	0.025272433
NC_004842	4	0.53678644	0.06777748	0.24368297	-0.16145523	-0.1590597	-0.1597532	0.09160827	0.55286896	0.11340807	0.21982694	-0.026760079	-0.2058159	0.051242635	-0.0062592467
NC_004842	5	0.5616386	0.06711967	0.29934138	-0.13598673	-0.13908257	-0.20284374	0.06626934	0.5782728	0.109038375	0.23981471	-0.051325437	-0.1875	0.026641494	-0.025803722
NC_014914	1	0.2287603	0.14129062	0.19571553	-0.12593275	0.0699748	-0.20685653	0.03499137	0.2306647	0.1411843	0.17961882	-0.09185276	-0.12881465	-0.14467466	-0.06359876
NC_014914	2	0.24392147	0.12636717	0.18437327	-0.13114168	0.04681331	-0.20148261	0.010320333	0.24812515	0.14281544	0.16452521	-0.06666667	-0.15820989	-0.16183475	-0.16975145
NC_014914	3	0.25183558	0.14333734	0.179698	-0.103866614	0.0146869365	-0.20996788	-0.030045351	0.25636265	0.15409483	0.1556244	-0.06736191	-0.15013447	-0.15613994	-0.2003353
NC_014914	4	0.26095173	0.14059952	0.18529111	-0.11274412	-0.04335021	-0.20268467	-0.06833435	0.26544604	0.15058897	0.15156184	-0.06754879	-0.1987997	-0.14046884	-0.22789116
NC_014914	5	0.2781863	0.19319046	0.1884905	-0.018300533	-0.20976534	-0.25078526	-0.15873016	0.28250858	0.20095363	0.15596105	0.03573792	-0.3261481	-0.1871636	-0.32959852
NC_011527	1	0.56691194	0.07765826	0.16822104	-0.19439629	-0.13814898	-0.24003035	0.16557775	0.56770915	0.08397963	0.13564624	-0.1526616	-0.2736554	-0.23795994	0.036321033
NC_011527	2	0.5877813	0.0861113	0.15427503	-0.1514214	-0.19442394	-0.22389358	0.052261632	0.5936874	0.08877407	0.1140863	-0.15053335	-0.2872766	-0.21449421	-0.07746479
NC_011527	3	0.5998969	0.12571387	0.15914977	-0.105512284	-0.18304627	-0.18584307	0.013106861	0.60462284	0.13224047	0.11173739	-0.07658734	-0.3163337	-0.22631878	-0.124365
NC_011527	4	0.61043555	0.13665557	0.17665218	-0.07428965	-0.19712254	-0.1692973	-0.0026867276	0.61763704	0.16444318	0.09538693	-0.026207192	-0.3520227	-0.18276344	-0.20673032
NC_011527	5	0.635408	0.17936859	0.17040868	0.017138138	-0.20362191	-0.17584892	-0.08161293	0.64395344	0.18641394	0.10579577	0.05854355	-0.36974925	-0.16664198	-0.24388123
NC_011528	1	0.56633306	0.06492147	0.16282994	-0.20671614	-0.15743707	-0.23954889	0.14843231	0.5673125	0.07077859	0.13531828	-0.18249369	-0.23700017	-0.2321616	0.056571182
NC_011528	2	0.58804756	0.10284225	0.15841897	-0.14342952	-0.16547707	-0.22263911	0.048349757	0.59315616	0.10519212	0.109457195	-0.13017063	-0.31094027	-0.22496398	-0.06814672
NC_011528	3	0.5993071	0.114049636	0.1581082	-0.104369946	-0.1980751	-0.19609067	-0.0011652615	0.60442096	0.13139616	0.10424727	-0.09492612	-0.2945787	-0.2124804	-0.13607967
NC_011528	4	0.6104757	0.15103391	0.16108899	-0.051980715	-0.18407501	-0.1707743	-0.011808259	0.6163669	0.16400674	0.10366267	-0.036246195	-0.34157902	-0.17804155	-0.18537366
NC_011528	5	0.6353694	0.1732372	0.15950933	0.0118032135	-0.21877673	-0.16530067	-0.08274151	0.64109147	0.18533121	0.10908503	0.060428232	-0.37361243	-0.1723832	-0.25269926
NC_011529	1	0.632929	0.037227888	0.21427982	-0.046242774	-0.15865944	-0.20455672	-0.2017748	0.64061207	0.051237136	0.21715829	0.06291908	-0.21277037	-0.0074165636	-0.23659356
NC_011529	2	0.6661975	0.09910963	0.24242482	0.11505742	-0.08198519	-0.23701504	-0.28656226	0.67284703	0.098150104	0.23384574	0.18197826	-0.14062244	-0.05725699	-0.28915662
NC_011529	3	0.68538016	0.12493499	0.26869032	0.20854768	-0.02887553	-0.24575764	-0.2523489	0.6885666	0.1520528	0.25475404	0.2601144	-0.08074726	-0.064289354	-0.30924055
NC_011529	4	0.7032741	0.15559351	0.26862264	0.25038466	0.009608878	-0.24954054	-0.3089632	0.7057436	0.14787883	0.26270342	0.3041883	-0.051487364	-0.055078	-0.29309344
NC_011529	5	0.73600996	0.17745693	0.26778847	0.32888058	0.07122202	-0.25850642	-0.3521652	0.73502785	0.15739168	0.27949297	0.39430487	-0.022092856	-0.028371654	-0.24778984
NC_012967	1	0.25568634	0.0801646	0.16888034	-0.22489063	-0.26350805	-0.11994499	0.17596382	0.25891185	0.071568966	0.13741124	-0.20030454	-0.37301132	-0.073955916	0.053136952
NC_012967	2	0.2862008	0.07229661	0.1633619	-0.23284435	-0.3163898	-0.18452804	0.182743	0.28865805	0.07348777	0.13978167	-0.20022865	-0.4019742	-0.14518473	0.048083406
NC_012967	3	0.30518308	0.09909577	0.1751202	-0.18341866	-0.34840938	-0.242985	0.17052624	0.30629852	0.10706369	0.14965914	-0.17010325	-0.41938508	-0.18186839	0.05483267
NC_012967	4	0.32468885	0.115698785	0.18710265	-0.13008504	-0.40633613	-0.32305267	0.15960608	0.32586092	0.1146206	0.16506384	-0.117242694	-0.4513762	-0.26457632	0.049883388
NC_012967	5	0.36262164	0.17362456	0.20880213	0.08256934	-0.46634594	-0.46894634	0.12573077	0.35742417	0.16440448	0.19060569	0.036786344	-0.5056401	-0.38203087	0.043040402
NC_012968	1	0.422941	0.10690791	0.16930167	-0.2841584	0.0053366395	-0.16181524	0.18063183	0.4463579	0.15116604	0.12623361	-0.0831595	-0.3061978	0.004358655	-0.11969112
NC_012968	2	0.4487777	0.11399801	0.16881146	-0.26565328	-0.010405934	-0.14719947	0.14375827	0.4803371	0.1546233	0.12348035	-0.07510762	-0.37489644	0.05929521	-0.16161689
NC_012968	3	0.4648201	0.13255793	0.17886455	-0.26606897	-0.042955577	-0.17167886	0.11766925	0.4964666	0.15645915	0.13078626	-0.059431013	-0.39899117	0.08000792	-0.18577811
NC_012968	4	0.48309147	0.15156202	0.20158751	-0.2121423	-0.07296892	-0.1853266	0.09045508	0.51271516	0.17274939	0.14597088	-0.032698877	-0.44755116	0.079241976	-0.2113116
NC_012968	5	0.51916623	0.1821888	0.22440706	-0.08920288	-0.20361845	-0.17609826	0.02166065	0.541837	0.19722277	0.1938551	0.058600713	-0.48384684	0.018919421	-0.2619932
NC_012969	1	0.42278987	0.11376536	0.14685297	-0.28510273	-0.12054251	-0.1460997	0.008449656	0.44213814	0.124107815	0.11852446	-0.20482512	-0.280406	-0.04875946	-0.0791194
NC_012969	2	0.45539477	0.12402452	0.1530234	-0.2872321	-0.16267525	-0.20916283	0.016214035	0.47372776	0.11789178	0.12370585	-0.22278775	-0.33957967	-0.03382553	-0.09374097
NC_012969	3	0.47302204	0.117018916	0.1534268	-0.30103657	-0.21202958	-0.251744	-0.01703096	0.48951793	0.12936188	0.13707525	-0.18989699	-0.37398863	-0.07695542	-0.12335878
NC_012969	4	0.48990834	0.12385748	0.18570378	-0.31400645	-0.27118123	-0.2793502	-0.0519278	0.5047811	0.10852333	0.15372607	-0.20960273	-0.40344813	-0.094947025	-0.13896696
