"abbreviation"	"name"	"equation"	"reversible"	"compartment"	"lowbnd"	"uppbnd"	"obj_coef"	"rule"	"subsystem"
"BETALDHx"	"betaine-aldehyde dehydrogenase"	"[c] : betald + h2o + nad --> glyb + (2) h + nadh"	"Irreversible"	"c"	0	1000	0	"b0312"	"Unassigned"
"BETALDHy"	"betaine-aldehyde dehydrogenase"	"[c] : betald + h2o + nadp --> glyb + (2) h + nadph"	"Irreversible"	"c"	0	1000	0	"b0312"	"Unassigned"
"BMOCOS"	"bis-molybdenum cofactor synthase"	"[c] : moco + mptamp --> amp + bmoco + cu2"	"Irreversible"	"c"	0	1000	0	"b0827"	"Cofactor and Prosthetic Group Biosynthesis"
"BMOGDS1"	"bis-molybdopterin guanine dinucleotide synthase (single GDP)"	"[c] : bmoco + gtp + h --> bmoco1gdp + ppi"	"Irreversible"	"c"	0	1000	0	"(b3857 or (b3857 and b3856))"	"Cofactor and Prosthetic Group Biosynthesis"
"BMOGDS2"	"bis-molybdopterin guanine dinucleotide synthase"	"[c] : bmoco1gdp + gtp + h --> bmocogdp + ppi"	"Irreversible"	"c"	0	1000	0	"(b3857 or (b3857 and b3856))"	"Cofactor and Prosthetic Group Biosynthesis"
"BPNT"	"3',5'-bisphosphate nucleotidase"	"[c] : h2o + pap --> amp + pi"	"Irreversible"	"c"	0	1000	0	"b4214"	"Cysteine Metabolism"
"BSORx"	"Biotin sulfoxide reductase"	"[c] : btnso + h + nadh --> btn + h2o + nad"	"Irreversible"	"c"	0	1000	0	"b3551"	"Cofactor and Prosthetic Group Biosynthesis"
"BSORy"	"Biotin sulfoxide reductase"	"[c] : btnso + h + nadph --> btn + h2o + nadp"	"Irreversible"	"c"	0	1000	0	"b3551"	"Cofactor and Prosthetic Group Biosynthesis"
"BTNt2ipp"	"Biotin transport via proton symport (periplasm)"	"btn[p] + h[p] --> btn[c] + h[c]"	"Irreversible"	"c, p"	0	1000	0	""	"Transport, Inner Membrane"
"BTNtex"	"Biotin transport via diffusion (extracellular to periplasm)"	"btn[e] <==> btn[p]"	"Reversible"	"e, p"	-1000	1000	0	"(b2215 or b1377 or b0241 or b0929)"	"Transport, Outer Membrane Porin"
"BTS5"	"Biotin synthase"	"[c] : 2fe2s + amet + dtbt --> 2fe1s + btn + dad_DASH_5 + h + met_DASH_L"	"Irreversible"	"c"	0	1000	0	"b0775"	"Cofactor and Prosthetic Group Biosynthesis"
"BUTCT"	"Acetyl-CoA:butyrate-CoA transferase"	"[c] : accoa + but --> ac + btcoa"	"Irreversible"	"c"	0	1000	0	"(b2221 and b2222)"	"Alternate Carbon Metabolism"
"BUTSO3abcpp"	"butanesulfonate transport via ABC system (periplasm)"	"atp[c] + h2o[c] + butso3[p] --> adp[c] + butso3[c] + h[c] + pi[c]"	"Irreversible"	"c, p"	0	1000	0	"((b0936 and b0933 and b0934) or (b0365 and b0366 and b0367))"	"Transport, Inner Membrane"
"BUTSO3tex"	"butanesulfonate transport via diffusion (extracellular to periplasm)"	"butso3[e] <==> butso3[p]"	"Reversible"	"e, p"	-1000	1000	0	"(b0241 or b0929 or b1377 or b2215)"	"Transport, Outer Membrane Porin"
"BUTt2rpp"	"Butyrate transport via proton symport, reversible (periplasm)"	"but[p] + h[p] <==> but[c] + h[c]"	"Reversible"	"c, p"	-1000	1000	0	"b2223"	"Transport, Inner Membrane"
"BUTtex"	"Butyrate transport via diffusion (extracellular to periplasm)"	"but[e] <==> but[p]"	"Reversible"	"e, p"	-1000	1000	0	"(b0241 or b0929 or b1377 or b2215)"	"Transport, Outer Membrane Porin"
"BWCOGDS1"	"tungsten bispterin guanine dinucleotide synthase (single GDP)"	"[c] : bwco + gtp + h --> bwco1gdp + ppi"	"Irreversible"	"c"	0	1000	0	"(b3857 or (b3857 and b3856))"	"Cofactor and Prosthetic Group Biosynthesis"
"BWCOGDS2"	"tungsten bispterin guanine dinucleotide synthase"	"[c] : bwco1gdp + gtp + h --> bwcogdp + ppi"	"Irreversible"	"c"	0	1000	0	"(b3857 or (b3857 and b3856))"	"Cofactor and Prosthetic Group Biosynthesis"
"BWCOS"	"tungsten bispterin cofactor synthase"	"[c] : mptamp + wco --> amp + bwco + cu2"	"Irreversible"	"c"	0	1000	0	"b0827"	"Cofactor and Prosthetic Group Biosynthesis"
"CA2t3pp"	"calcium (Ca+2) transport out via proton antiport (periplasm)"	"ca2[c] + h[p] --> h[c] + ca2[p]"	"Irreversible"	"c, p"	0	1000	0	"b1216"	"Inorganic Ion Transport and Metabolism"
"CA2tex"	"calcium (Ca+2) transport via diffusion (extracellular to periplasm)"	"ca2[e] <==> ca2[p]"	"Reversible"	"e, p"	-1000	1000	0	"(b0241 or b0929 or b1377 or b2215)"	"Transport, Outer Membrane Porin"
"CADVtpp"	"Lysine/Cadaverine antiporter (periplasm)"	"15dap[c] + h[p] + lys_DASH_L[p] --> h[c] + lys_DASH_L[c] + 15dap[p]"	"Irreversible"	"c, p"	0	1000	0	"b4132"	"Transport, Inner Membrane"
"CAT"	"catalase"	"[c] : (2) h2o2 --> (2) h2o + o2"	"Irreversible"	"c"	0	0	0	"(b1732 or b3942)"	"Unassigned"
"CAt6pp"	"calcium / sodium antiporter (1:1)"	"ca2[c] + na1[p] <==> na1[c] + ca2[p]"	"Reversible"	"c, p"	-1000	1000	0	"b3196"	"Inorganic Ion Transport and Metabolism"
"CBIAT"	"Cobinamide adenyltransferase"	"[c] : atp + cbi + h <==> adocbi + pppi"	"Reversible"	"c"	-1000	1000	0	"b1270"	"Cofactor and Prosthetic Group Biosynthesis"
"CBItonex"	"Cobinamide transport via ton system (extermal)"	"cbi[e] + h[p] --> h[c] + cbi[p]"	"Irreversible"	"c, e, p"	0	1000	0	"(b3966 and (b1252 and b3005 and b3006))"	"Transport, Outer Membrane"
"CBIuabcpp"	"Cobinamide transport via ABC system (uptake, periplasm)"	"atp[c] + h2o[c] + cbi[p] --> adp[c] + cbi[c] + h[c] + pi[c]"	"Irreversible"	"c, p"	0	1000	0	"(b1711 and b1709 and b0158)"	"Transport, Inner Membrane"
"CBL1abcpp"	"Cob(1)alamin transport via ABC system (periplasm)"	"atp[c] + h2o[c] + cbl1[p] --> adp[c] + cbl1[c] + h[c] + pi[c]"	"Irreversible"	"c, p"	0	1000	0	"(b1711 and b1709 and b0158)"	"Transport, Inner Membrane"
"CBL1tonex"	"Cob(1)alamin transport via ton system (extermal)"	"cbl1[e] + h[p] --> h[c] + cbl1[p]"	"Irreversible"	"c, e, p"	0	1000	0	"(b3966 and (b1252 and b3005 and b3006))"	"Transport, Outer Membrane"
"CBLAT"	"cob(I)alamin adenosyltransferase"	"[c] : atp + cbl1 + h <==> adocbl + pppi"	"Reversible"	"c"	-1000	1000	0	"b1270"	"Cofactor and Prosthetic Group Biosynthesis"
"CBMD"	"carbamate deaminase"	"[c] : cbm + (2) h --> co2 + nh4"	"Irreversible"	"c"	0	1000	0	"s0001"	"Nucleotide Salvage Pathway"
"CBMKr"	"Carbamate kinase"	"[c] : atp + co2 + nh4 <==> adp + cbp + (2) h"	"Reversible"	"c"	-1000	1000	0	"(b0521 or b0323 or b2874)"	"Unassigned"
"CBPS"	"carbamoyl-phosphate synthase (glutamine-hydrolysing)"	"[c] : (2) atp + gln_DASH_L + h2o + hco3 --> (2) adp + cbp + glu_DASH_L + (2) h + pi"	"Irreversible"	"c"	0	1000	0	"(b0032 and b0033)"	"Arginine and Proline Metabolism"
"CCGS"	"7-cyano-7-carbaguanine synthase"	"[c] : atp + cdg + nh4 --> adp + h + h2o + pi + preq0"	"Irreversible"	"c"	0	1000	0	"b0444"	"Cofactor and Prosthetic Group Biosynthesis"
"CD2abcpp"	"Cadmium (Cd+2) ABC transporter (periplasm)"	"atp[c] + cd2[c] + h2o[c] --> adp[c] + h[c] + pi[c] + cd2[p]"	"Irreversible"	"c, p"	0	1000	0	"b3469"	"Inorganic Ion Transport and Metabolism"
"CD2t3pp"	"cadmium (Cd+2) transport out via proton antiport (periplasm)"	"cd2[c] + h[p] --> h[c] + cd2[p]"	"Irreversible"	"c, p"	0	1000	0	"(b3915 or b0752)"	"Inorganic Ion Transport and Metabolism"
"CD2tex"	"cadmium (Cd+2) transport via diffusion (extracellular to periplasm)"	"cd2[e] <==> cd2[p]"	"Reversible"	"e, p"	-1000	1000	0	"(b0241 or b0929 or b1377 or b2215)"	"Transport, Outer Membrane Porin"
"CD2tpp"	"cadmium (+2) transport in via permease (no H+)"	"cd2[p] --> cd2[c]"	"Irreversible"	"c, p"	0	1000	0	"b3040"	"Inorganic Ion Transport and Metabolism"
"CDAPPA120"	"CDP-Diacylglycerol pyrophostatase (n-C12:0)"	"[c] : cdpdddecg + h2o --> cmp + (2) h + pa120"	"Irreversible"	"c"	0	1000	0	"b3918"	"Glycerophospholipid Metabolism"
"CDAPPA140"	"CDP-Diacylglycerol pyrophostatase (n-C14:0)"	"[c] : cdpdtdecg + h2o --> cmp + (2) h + pa140"	"Irreversible"	"c"	0	1000	0	"b3918"	"Glycerophospholipid Metabolism"
"CDAPPA141"	"CDP-Diacylglycerol pyrophostatase (n-C14:1)"	"[c] : cdpdtdec7eg + h2o --> cmp + (2) h + pa141"	"Irreversible"	"c"	0	1000	0	"b3918"	"Glycerophospholipid Metabolism"
"CDAPPA160"	"CDP-Diacylglycerol pyrophostatase (n-C16:0)"	"[c] : cdpdhdecg + h2o --> cmp + (2) h + pa160"	"Irreversible"	"c"	0	1000	0	"b3918"	"Glycerophospholipid Metabolism"
"CDAPPA161"	"CDP-Diacylglycerol pyrophostatase (n-C16:1)"	"[c] : cdpdhdec9eg + h2o --> cmp + (2) h + pa161"	"Irreversible"	"c"	0	1000	0	"b3918"	"Glycerophospholipid Metabolism"
"CDAPPA180"	"CDP-Diacylglycerol pyrophostatase (n-C18:0)"	"[c] : cdpdodecg + h2o --> cmp + (2) h + pa180"	"Irreversible"	"c"	0	1000	0	"b3918"	"Glycerophospholipid Metabolism"
"CDAPPA181"	"CDP-Diacylglycerol pyrophostatase (n-C18:1)"	"[c] : cdpdodec11eg + h2o --> cmp + (2) h + pa181"	"Irreversible"	"c"	0	1000	0	"b3918"	"Glycerophospholipid Metabolism"
"CDGR"	"7-cyano-7-deazaguanine reductase"	"[c] : (3) h + (2) nadph + preq0 --> (2) nadp + preq1"	"Irreversible"	"c"	0	1000	0	"b2794"	"Cofactor and Prosthetic Group Biosynthesis"
"CDGS"	"7-deaza-7-carboxyguanine synthase"	"[c] : cph4 + h --> cdg + nh4"	"Irreversible"	"c"	0	1000	0	""	"Cofactor and Prosthetic Group Biosynthesis"
"CDPMEK"	"4-(cytidine 5'-diphospho)-2-C-methyl-D-erythritol kinase"	"[c] : 4c2me + atp --> 2p4c2me + adp + h"	"Irreversible"	"c"	0	1000	0	"b1208"	"Cofactor and Prosthetic Group Biosynthesis"
"CFAS160E"	"cyclopropane fatty acid synthase (Phosphatidylethanolamine, n-C16:0)"	"[c] : (2) amet + pe161 --> (2) ahcys + cpe160 + (2) h"	"Irreversible"	"c"	0	1000	0	"b1661"	"Glycerophospholipid Metabolism"
"CFAS160G"	"cyclopropane fatty acid synthase (Phosphatidylglycerol, n-C16:0)"	"[c] : (2) amet + pg161 --> (2) ahcys + cpg160 + (2) h"	"Irreversible"	"c"	0	1000	0	"b1661"	"Glycerophospholipid Metabolism"
"CFAS180E"	"cyclopropane fatty acid synthase (Phosphatidylethanolamine, n-C18:0)"	"[c] : (2) amet + pe181 --> (2) ahcys + cpe180 + (2) h"	"Irreversible"	"c"	0	1000	0	"b1661"	"Glycerophospholipid Metabolism"
"CFAS180G"	"cyclopropane fatty acid synthase (Phosphatidylglycerol, n-C18:0)"	"[c] : (2) amet + pg181 --> (2) ahcys + cpg180 + (2) h"	"Irreversible"	"c"	0	1000	0	"b1661"	"Glycerophospholipid Metabolism"
"CGLYabcpp"	"L-Cysteinylglycine (Cys-Gly) transport via ABC system (periplasm)"	"atp[c] + h2o[c] + cgly[p] --> adp[c] + cgly[c] + h[c] + pi[c]"	"Irreversible"	"c, p"	0	1000	0	"(b3544 and b3543 and b3542 and b3541 and b3540)"	"Transport, Inner Membrane"
"CGLYtex"	"L-Cysteinylglycine transport via diffusion (extracellular to periplasm)"	"cgly[e] <==> cgly[p]"	"Reversible"	"e, p"	-1000	1000	0	"(b0241 or b0929 or b1377 or b2215)"	"Transport, Outer Membrane Porin"
"CHLabcpp"	"choline transport via ABC system (periplasm)"	"atp[c] + h2o[c] + chol[p] --> adp[c] + chol[c] + h[c] + pi[c]"	"Irreversible"	"c, p"	0	1000	0	"(b2128 and b2129 and b2130 and b2131)"	"Transport, Inner Membrane"
"CHLt2pp"	"choline transport via proton symport (periplasm)"	"chol[p] + h[p] --> chol[c] + h[c]"	"Irreversible"	"c, p"	0	1000	0	"(b0314 or b1801)"	"Transport, Inner Membrane"
"CHLtex"	"choline transport via diffusion (extracellular to periplasm)"	"chol[e] <==> chol[p]"	"Reversible"	"e, p"	-1000	1000	0	"(b0241 or b0929 or b1377 or b2215)"	"Transport, Outer Membrane Porin"
"CHOLD"	"choline dehydrogenase"	"[c] : chol + nad --> betald + h + nadh"	"Irreversible"	"c"	0	1000	0	"b0311"	"Unassigned"
"CHORM"	"chorismate mutase"	"[c] : chor --> pphn"	"Irreversible"	"c"	0	1000	0	"(b2599 or b2600)"	"Tyrosine, Tryptophan, and Phenylalanine Metabolism"
"CHORS"	"chorismate synthase"	"[c] : 3psme --> chor + pi"	"Irreversible"	"c"	0	1000	0	"b2329"	"Tyrosine, Tryptophan, and Phenylalanine Metabolism"
"CHRPL"	"Chorismate pyruvate lyase"	"[c] : chor --> 4hbz + pyr"	"Irreversible"	"c"	0	1000	0	"b4039"	"Cofactor and Prosthetic Group Biosynthesis"
"CHTBSptspp"	"chitobiose transport via PEP:Pyr PTS (periplasm)"	"pep[c] + chtbs[p] --> chtbs6p[c] + pyr[c]"	"Irreversible"	"c, p"	0	1000	0	"b2416"	"Transport, Inner Membrane"
"CHTBStex"	"chitobiose transport via diffusion (extracellular to periplasm)"	"chtbs[e] <==> chtbs[p]"	"Reversible"	"e, p"	-1000	1000	0	"(b2215 or b0929 or b1377 or b0241)"	"Transport, Outer Membrane Porin"
"CINNDO"	"Cinnamate dioxygenase"	"[c] : cinnm + h + nadh + o2 --> cenchddd + nad"	"Irreversible"	"c"	0	1000	0	"(b2538 and b2539 and b2540 and b2542)"	"Alternate Carbon Metabolism"
"CITL"	"Citrate lyase"	"[c] : cit --> ac + oaa"	"Irreversible"	"c"	0	1000	0	"((b0615 and b0616 and b0617) and b0614)"	"Citric Acid Cycle"
"CITt3pp"	"citrate transport out via proton antiport (periplasm)"	"cit[c] + h[p] --> h[c] + cit[p]"	"Irreversible"	"c, p"	0	1000	0	""	"Transport, Inner Membrane"
"CITt7pp"	"Citrate transport via succinate antiport (periplasm)"	"succ[c] + cit[p] --> cit[c] + succ[p]"	"Irreversible"	"c, p"	0	1000	0	"b0612"	"Transport, Inner Membrane"
"CITtex"	"citrate transport via diffusion (extracellular to periplasm)"	"cit[e] <==> cit[p]"	"Reversible"	"e, p"	-1000	1000	0	"(b0241 or b0929 or b1377 or b2215)"	"Transport, Outer Membrane Porin"
"CLIPAabctex"	"cold lipid A transport via ABC system (periplasm to extracellular)"	"atp[c] + h2o[c] + lipa_cold[p] --> adp[c] + h[c] + pi[c] + lipa_cold[e]"	"Irreversible"	"c, e, p"	0	1000	0	"(b3200 and b3201 and b3199 and b4261 and b4262)"	"Lipopolysaccharide Biosynthesis / Recycling"
"CLPNH120pp"	"cardiolipin hydrolase (periplasm, n-C12:0)"	"[p] : clpn120 + h2o --> h + pa120 + pg120"	"Irreversible"	"p"	0	1000	0	""	"Glycerophospholipid Metabolism"
"CLPNH140pp"	"cardiolipin hydrolase (periplasm, n-C14:0)"	"[p] : clpn140 + h2o --> h + pa140 + pg140"	"Irreversible"	"p"	0	1000	0	""	"Glycerophospholipid Metabolism"
"CLPNH141pp"	"cardiolipin hydrolase (periplasm, n-C14:1)"	"[p] : clpn141 + h2o --> h + pa141 + pg141"	"Irreversible"	"p"	0	1000	0	""	"Glycerophospholipid Metabolism"
"CLPNH160pp"	"cardiolipin hydrolase (periplasm, n-C16:0)"	"[p] : clpn160 + h2o --> h + pa160 + pg160"	"Irreversible"	"p"	0	1000	0	""	"Glycerophospholipid Metabolism"
"CLPNH161pp"	"cardiolipin hydrolase (periplasm, n-C16:1)"	"[p] : clpn161 + h2o --> h + pa161 + pg161"	"Irreversible"	"p"	0	1000	0	""	"Glycerophospholipid Metabolism"
"CLPNH180pp"	"cardiolipin hydrolase (periplasm, n-C18:0)"	"[p] : clpn180 + h2o --> h + pa180 + pg180"	"Irreversible"	"p"	0	1000	0	""	"Glycerophospholipid Metabolism"
"CLPNH181pp"	"cardiolipin hydrolase (periplasm, n-C18:1)"	"[p] : clpn181 + h2o --> h + pa181 + pg181"	"Irreversible"	"p"	0	1000	0	""	"Glycerophospholipid Metabolism"
"CLPNS120pp"	"cardiolipin synthase (periplasmic, n-C12:0)"	"[p] : (2) pg120 <==> clpn120 + glyc"	"Reversible"	"p"	-1000	1000	0	"(b0789 or b1249)"	"Glycerophospholipid Metabolism"
"CLPNS140pp"	"cardiolipin synthase (periplasmic, n-C14:0)"	"[p] : (2) pg140 <==> clpn140 + glyc"	"Reversible"	"p"	-1000	1000	0	"(b1249 or b0789)"	"Glycerophospholipid Metabolism"
"CLPNS141pp"	"cardiolipin synthase (periplasmic, n-C14:1)"	"[p] : (2) pg141 <==> clpn141 + glyc"	"Reversible"	"p"	-1000	1000	0	"(b0789 or b1249)"	"Glycerophospholipid Metabolism"
"CLPNS160pp"	"cardiolipin synthase (periplasmic, n-C16:0)"	"[p] : (2) pg160 <==> clpn160 + glyc"	"Reversible"	"p"	-1000	1000	0	"(b0789 or b1249)"	"Glycerophospholipid Metabolism"
"CLPNS161pp"	"cardiolipin synthase (periplasmic, n-C16:1)"	"[p] : (2) pg161 <==> clpn161 + glyc"	"Reversible"	"p"	-1000	1000	0	"(b1249 or b0789)"	"Glycerophospholipid Metabolism"
"CLPNS180pp"	"cardiolipin synthase (periplasmic, n-C18:0)"	"[p] : (2) pg180 <==> clpn180 + glyc"	"Reversible"	"p"	-1000	1000	0	"(b0789 or b1249)"	"Glycerophospholipid Metabolism"
"CLPNS181pp"	"cardiolipin synthase (periplasmic, n-C18:1)"	"[p] : (2) pg181 <==> clpn181 + glyc"	"Reversible"	"p"	-1000	1000	0	"(b0789 or b1249)"	"Glycerophospholipid Metabolism"
"CLt3_2pp"	"chloride transport out via proton antiport (2:1) (periplasm)"	"h[c] + (2) cl[p] --> (2) cl[c] + h[p]"	"Irreversible"	"c, p"	0	1000	0	"(b0155 or b1592)"	"Inorganic Ion Transport and Metabolism"
"CLtex"	"chloride (Cl-1) transport via diffusion (extracellular to periplasm)"	"cl[e] <==> cl[p]"	"Reversible"	"e, p"	-1000	1000	0	"(b0241 or b0929 or b1377 or b2215)"	"Transport, Outer Membrane Porin"
"CMPN"	"CMP nucleosidase"	"[c] : cmp + h2o --> csn + r5p"	"Irreversible"	"c"	0	1000	0	""	"Nucleotide Salvage Pathway"
"CMPtex"	"CMP transport via diffusion (extracellular to periplasm)"	"cmp[e] <==> cmp[p]"	"Reversible"	"e, p"	-1000	1000	0	"(b0241 or b0929 or b1377 or b2215)"	"Transport, Outer Membrane Porin"
"CMtex"	"Chloramphenicol transport via diffusion (extracellular to periplasm)"	"cm[e] <==> cm[p]"	"Reversible"	"e, p"	-1000	1000	0	"(b1377 or b2215 or b0929 or b0241)"	"Transport, Outer Membrane Porin"
"CMtpp"	"Chloramphenicol transport via TolC system"	"cm[p] + h[p] --> h[c] + cm[e]"	"Irreversible"	"c, e, p"	0	1000	0	"((b0463 and b0462 and b3035) or (b0463 and b2470 and b3035))"	"Transport, Outer Membrane"
"CO2tex"	"CO2 transport via diffusion (extracellular to periplasm)"	"co2[e] <==> co2[p]"	"Reversible"	"e, p"	-1000	1000	0	"(b0241 or b0929 or b1377 or b2215)"	"Transport, Outer Membrane Porin"
"CO2tpp"	"CO2 transporter via diffusion (periplasm)"	"co2[p] <==> co2[c]"	"Reversible"	"c, p"	-1000	1000	0	"s0001"	"Transport, Inner Membrane"
"COBALT2abcpp"	"Cobalt (Co+2) ABC transporter (periplasm)"	"atp[c] + cobalt2[c] + h2o[c] --> adp[c] + h[c] + pi[c] + cobalt2[p]"	"Irreversible"	"c, p"	0	1000	0	"b3469"	"Inorganic Ion Transport and Metabolism"
"COBALT2t3pp"	"cobalt (Co+2) transport out via proton antiport (periplasm)"	"cobalt2[c] + h[p] --> h[c] + cobalt2[p]"	"Irreversible"	"c, p"	0	1000	0	"(b0752 or b3915)"	"Inorganic Ion Transport and Metabolism"
"COBALT2tex"	"cobalt (Co+2) transport via diffusion (extracellular to periplasm)"	"cobalt2[e] <==> cobalt2[p]"	"Reversible"	"e, p"	-1000	1000	0	"(b0241 or b0929 or b1377 or b2215)"	"Transport, Outer Membrane Porin"
"COBALT2tpp"	"cobalt transport in via permease (no H+)"	"cobalt2[p] --> cobalt2[c]"	"Irreversible"	"c, p"	0	1000	0	"(b3040 or b3816)"	"Inorganic Ion Transport and Metabolism"
"COLIPAKpp"	"Lipid A core kinase (periplasm)"	"[p] : colipa + udcpdp --> colipap + udcpp"	"Irreversible"	"p"	0	1000	0	"b2174"	"Lipopolysaccharide Biosynthesis / Recycling"
"COLIPAPabctex"	"core oligosaccharide lipid A diphosphate transport via ABC system (periplasm to extracellular)"	"atp[c] + h2o[c] + colipap[p] --> adp[c] + h[c] + pi[c] + colipap[e]"	"Irreversible"	"c, e, p"	0	1000	0	"(b3200 and b3201 and b3199 and b4261 and b4262)"	"Lipopolysaccharide Biosynthesis / Recycling"
"COLIPAabcpp"	"core oligosaccharide lipid A transport via ABC system (periplasm)"	"atp[c] + colipa[c] + h2o[c] --> adp[c] + h[c] + pi[c] + colipa[p]"	"Irreversible"	"c, p"	0	1000	0	"b0914"	"Lipopolysaccharide Biosynthesis / Recycling"
"COLIPAabctex"	"core oligosaccharide lipid A transport via ABC system (periplasm to extracellular)"	"atp[c] + h2o[c] + colipa[p] --> adp[c] + h[c] + pi[c] + colipa[e]"	"Irreversible"	"c, e, p"	0	1000	0	"(b3200 and b3201 and b3199 and b4261 and b4262)"	"Lipopolysaccharide Biosynthesis / Recycling"
"CPGNR1"	"coprogen(Fe(III)) reductase"	"[c] : (2) cpgn + fadh2 --> (2) cpgn_DASH_un + fad + (2) fe2 + (2) h"	"Irreversible"	"c"	0	1000	0	""	"Inorganic Ion Transport and Metabolism"
"CPGNR2"	"coprogen(Fe(III)) reductase"	"[c] : (2) cpgn + fmnh2 --> (2) cpgn_DASH_un + (2) fe2 + fmn + (2) h"	"Irreversible"	"c"	0	1000	0	""	"Inorganic Ion Transport and Metabolism"
"CPGNR3"	"coprogen(Fe(III)) reductase"	"[c] : (2) cpgn + rbflvrd --> (2) cpgn_DASH_un + (2) fe2 + (2) h + ribflv"	"Irreversible"	"c"	0	1000	0	""	"Inorganic Ion Transport and Metabolism"
"CPGNUtex"	"coprogen unloaded secretion (extracellular)"	"cpgn_DASH_un[p] + h[p] --> h[c] + cpgn_DASH_un[e]"	"Irreversible"	"c, e, p"	0	1000	0	""	"Inorganic Ion Transport and Metabolism"
"CPGNUtpp"	"coprogen unloaded secretion"	"cpgn_DASH_un[c] + h[p] --> h[c] + cpgn_DASH_un[p]"	"Irreversible"	"c, p"	0	1000	0	""	"Inorganic Ion Transport and Metabolism"
"CPGNabcpp"	"coprogen transport via ABC system (periplasm)"	"atp[c] + h2o[c] + cpgn[p] --> adp[c] + cpgn[c] + h[c] + pi[c]"	"Irreversible"	"c, p"	0	1000	0	"(b0153 and b0151 and b0152)"	"Transport, Inner Membrane"
"CPGNexs"	"coprogen Fe-loading reaction (spontaneaous)"	"[e] : cpgn_DASH_un + fe3 --> cpgn"	"Irreversible"	"e"	0	1000	0	"s0001"	"Inorganic Ion Transport and Metabolism"
"CPGNtonex"	"Coprogen transport via ton system (extracellular)"	"cpgn[e] + h[p] --> h[c] + cpgn[p]"	"Irreversible"	"c, e, p"	0	1000	0	"(b1102 and (b1252 and b3005 and b3006))"	"Transport, Outer Membrane"
"CPH4S"	"6-carboxy-5,6,7,8-tetrahydropterin synthase"	"[c] : ahdt + h2o --> acald + cph4 + h + pppi"	"Irreversible"	"c"	0	1000	0	"b2765"	"Cofactor and Prosthetic Group Biosynthesis"
"CPMPS"	"cyclic pyranopterin monophosphate synthase"	"[c] : gtp + h2o --> cpmp + ppi"	"Irreversible"	"c"	0	1000	0	"(b0781 and b0783)"	"Cofactor and Prosthetic Group Biosynthesis"
"CPPPGO"	"coproporphyrinogen oxidase (O2 required)"	"[c] : cpppg3 + (2) h + o2 --> (2) co2 + (2) h2o + pppg9"	"Irreversible"	"c"	0	1000	0	"b2436"	"Cofactor and Prosthetic Group Biosynthesis"
"CPPPGO2"	"Oxygen Independent coproporphyrinogen-III oxidase"	"[c] : (2) amet + cpppg3 --> (2) co2 + (2) dad_DASH_5 + (2) met_DASH_L + pppg9"	"Irreversible"	"c"	0	1000	0	"b3867"	"Cofactor and Prosthetic Group Biosynthesis"
"CRNBTCT"	"gamma-butyrobetainyl-CoA: carnitine CoA transferase"	"[c] : bbtcoa + crn <==> crncoa + gbbtn"	"Reversible"	"c"	-1000	1000	0	"b0038"	"Oxidative Phosphorylation"
"CRNCAL2"	"Carnitine-CoA Ligase"	"[c] : atp + coa + crn --> adp + crncoa + pi"	"Irreversible"	"c"	0	1000	0	"b0037"	"Oxidative Phosphorylation"
"CRNCAR"	"carnitine-CoA racemase"	"[c] : crncoa <==> crnDcoa"	"Reversible"	"c"	-1000	1000	0	"b0036"	"Oxidative Phosphorylation"
"CRNCBCT"	"crotonobetainyl-CoA: carnitine CoA transferase"	"[c] : crn + ctbtcoa <==> crncoa + ctbt"	"Reversible"	"c"	-1000	1000	0	"b0038"	"Oxidative Phosphorylation"
"CRNCDH"	"Carnityl-CoA dehydratse"	"[c] : crncoa <==> ctbtcoa + h2o"	"Reversible"	"c"	-1000	1000	0	"b0036"	"Oxidative Phosphorylation"
"CRNDCAL2"	"D-Carnitine-CoA Ligase"	"[c] : atp + coa + crn_DASH_D --> adp + crnDcoa + pi"	"Irreversible"	"c"	0	1000	0	"b0037"	"Oxidative Phosphorylation"
"CRNDabcpp"	"D-carnitine transport via ABC system (periplasm)"	"atp[c] + h2o[c] + crn_DASH_D[p] --> adp[c] + crn_DASH_D[c] + h[c] + pi[c]"	"Irreversible"	"c, p"	0	1000	0	"(b2677 and b2678 and b2679)"	"Transport, Inner Membrane"
"CRNDt2rpp"	"D-carnitine outward transport (H+ antiport)"	"crn_DASH_D[p] + h[p] <==> crn_DASH_D[c] + h[c]"	"Reversible"	"c, p"	-1000	1000	0	"b4111"	"Transport, Inner Membrane"
"CRNDtex"	"D-carnitine transport via diffusion (extracellular to periplasm)"	"crn_DASH_D[e] <==> crn_DASH_D[p]"	"Reversible"	"e, p"	-1000	1000	0	"(b1377 or b2215 or b0929 or b0241)"	"Transport, Outer Membrane Porin"
"CRNabcpp"	"L-carnitine transport via ABC system (periplasm)"	"atp[c] + h2o[c] + crn[p] --> adp[c] + crn[c] + h[c] + pi[c]"	"Irreversible"	"c, p"	0	1000	0	"(b2677 and b2678 and b2679)"	"Transport, Inner Membrane"
"CRNt2rpp"	"L-carnitine outward transport (H+ antiport)"	"crn[p] + h[p] <==> crn[c] + h[c]"	"Reversible"	"c, p"	-1000	1000	0	"b4111"	"Transport, Inner Membrane"
